driver_name,start_pos,mid_race_pos,finish_pos,highest_pos,lowest_pos,avg_pos,pass_diff,green_flag_passes,green_flag_times_passed,quality_passes,pct_quality_passes,fastest_lap,top_15_laps,pct_top_15_laps,laps_led,pct_laps_led,total_laps,driver_rating
Chase Elliott,16,11,1,1,21,8,8,390,382,352,90.3,1,179,95.2,10,5.3,188,116.7
Ryan Blaney,19,27,2,1,30,11,-16,277,293,140,50.5,3,113,60.1,31,16.5,188,101.2
Michael McDowell,29,8,3,2,37,20,13,322,309,129,40.1,8,68,36.2,0,0.0,188,70.4
Ross Chastain,6,7,4,1,23,6,-6,305,311,258,84.6,4,172,91.5,36,19.1,188,118.2
Denny Hamlin,3,30,5,1,33,13,-4,315,319,252,80.0,2,129,68.6,20,10.6,188,87.1
Erik Jones,12,5,6,1,25,7,18,366,348,294,80.3,2,163,86.7,23,12.2,188,113.3
Todd Gilliland,34,3,7,1,36,11,8,312,304,199,63.8,2,130,69.1,1,0.5,188,95.2
Daniel Suarez,14,25,8,1,30,13,5,306,301,209,68.3,4,116,61.7,2,1.1,188,88.2
Austin Cindric,17,10,9,4,37,18,32,376,344,185,49.2,5,87,46.3,0,0.0,188,70.7
Chase Briscoe,5,31,10,4,31,18,-3,356,359,159,44.7,3,82,43.6,0,0.0,188,72.2
Landon Cassill,33,23,11,1,34,22,27,337,310,69,20.5,8,34,18.1,1,0.5,188,68.9
William Byron,9,17,12,1,25,13,-5,377,382,251,66.6,7,127,67.6,1,0.5,188,93.2
Austin Dillon,20,29,13,2,34,24,11,249,238,38,15.3,8,15,8.0,0,0.0,188,58.2
Aric Almirola,4,1,14,1,27,9,-11,331,342,237,71.6,4,141,75.0,36,19.1,188,99.9
Justin Haley,21,22,15,2,34,18,12,367,355,140,38.1,3,71,37.8,0,0.0,188,69.8
Bubba Wallace,27,24,16,7,35,21,33,373,340,78,20.9,12,33,17.6,0,0.0,188,70.2
Christopher Bell,1,19,17,1,32,16,-24,306,330,170,55.6,0,92,48.9,0,0.0,188,69.5
Kyle Larson,2,4,18,1,24,11,-21,352,373,232,65.9,2,137,72.9,8,4.3,188,88.4
Noah Gragson,7,12,19,4,34,18,20,363,343,131,36.1,9,74,39.4,0,0.0,188,81.3
Kyle Busch,26,6,20,1,27,11,-9,323,332,264,81.7,2,158,84.0,3,1.6,188,82.1
Cole Custer,28,9,21,1,29,14,0,404,404,244,60.4,6,120,63.8,2,1.1,188,83.6
Ricky Stenhouse Jr,25,15,22,3,34,16,40,431,391,218,50.6,8,97,51.6,0,0.0,188,83.6
Ty Dillon,30,20,23,3,36,22,8,267,259,32,12.0,8,13,6.9,0,0.0,188,59.6
Brad Keselowski,18,16,24,1,36,20,-37,213,250,121,56.8,5,67,35.6,0,0.0,188,54.7
Chris Buescher,23,18,25,1,37,21,-32,250,282,159,63.6,4,67,35.6,1,0.5,188,56.6
Martin Truex Jr,22,26,26,1,36,29,-18,120,138,2,1.7,7,5,2.7,1,0.5,188,43.9
Joey Logano,11,28,27,3,32,21,4,254,250,105,41.3,7,45,23.9,0,0.0,188,55.3
Tyler Reddick,8,13,28,1,33,17,5,354,349,178,50.3,3,83,44.4,11,5.9,187,60.1
Kevin Harvick,24,2,29,2,30,14,-27,228,255,155,68.0,2,111,59.4,0,0.0,187,64.9
Justin Allgaier,31,32,30,3,36,31,-6,81,87,0,0.0,7,1,0.5,0,0.0,186,36.0
J.J. Yeley,36,21,31,17,37,28,-26,88,114,0,0.0,2,0,0.0,0,0.0,184,35.6
Cody Ware,37,33,32,4,37,31,-18,56,74,0,0.0,1,2,1.1,0,0.0,184,29.8
B.J. McLeod,35,34,33,2,37,32,-12,43,55,0,0.0,3,2,1.1,0,0.0,182,27.5
Daniel Hemric,13,14,34,6,34,18,-5,384,389,157,40.9,3,68,37.8,0,0.0,180,61.2
Corey LaJoie,32,35,35,1,33,32,1,64,63,0,0.0,0,3,6.8,1,2.3,44,33.2
Harrison Burton,15,36,36,9,25,33,-11,38,49,20,52.6,0,15,65.2,0,0.0,23,31.0
Ty Gibbs,10,37,37,10,34,35,8,57,49,0,0.0,1,0,0.0,0,0.0,23,27.4
