Pos,St,#,Driver,Sponsor / Owner,Car,Laps,Status,Led,Pts,PPts
1,2,5,Kyle Larson,HendrickCars.com   (Rick Hendrick),Chevrolet,500,running,462,60,7
2,10,9,Chase Elliott,Llumar   (Rick Hendrick),Chevrolet,500,running,0,38,0
3,11,23,Bubba Wallace,Toyota Genuine Parts/Mobil 1   (23XI Racing),Toyota,500,running,1,40,0
4,8,11,Denny Hamlin,FedEx   (Joe Gibbs),Toyota,500,running,0,46,0
5,6,20,Christopher Bell,DEWALT   (Joe Gibbs),Toyota,500,running,0,46,0
6,22,12,Ryan Blaney,Wurth   (Roger Penske),Ford,500,running,0,33,0
7,14,41,Ryan Preece,Old Armor   (Stewart Haas Racing),Ford,500,running,0,30,0
8,5,14,Chase Briscoe,Rush Truck Centers / Cummins   (Stewart Haas Racing),Ford,500,running,0,36,0
9,1,48,Alex Bowman,Ally   (Rick Hendrick),Chevrolet,500,running,34,41,0
10,12,1,Ross Chastain,Worldwide Express   (Trackhouse Racing),Chevrolet,500,running,0,27,0
11,18,34,Michael McDowell,Love's Travel Stops   (Bob Jenkins),Ford,499,running,0,26,0
12,16,10,Noah Gragson,Bass Pro Shops Winchester   (Stewart Haas Racing),Ford,499,running,0,25,0
13,27,2,Austin Cindric,Menards  Monster   (Roger Penske),Ford,499,running,0,24,0
14,17,17,Chris Buescher,Fastenal   (Jack Roush),Ford,499,running,0,23,0
15,13,54,Ty Gibbs,He Gets Us   (Joe Gibbs),Toyota,499,running,0,25,0
16,33,71,Zane Smith,Ambetter Health   (Spire Motorsports),Chevrolet,499,running,0,21,0
17,3,24,William Byron,Z HP   (Rick Hendrick),Chevrolet,499,running,0,26,0
18,7,77,Carson Hocevar,Delaware Life   (Spire Motorsports),Chevrolet,499,running,0,19,0
19,21,31,Daniel Hemric,Doritos / Mtn Dew by Food City   (Matthew Kaulig),Chevrolet,499,running,0,18,0
20,15,45,Tyler Reddick,McDonald's   (23XI Racing),Toyota,499,running,3,24,0
21,30,3,Austin Dillon,Bass Pro Shops   (Richard Childress),Chevrolet,499,running,0,16,0
22,26,51,Justin Haley,Pinnacle Home Improvement   (Rick Ware),Ford,499,running,0,15,0
23,19,16,A.J. Allmendinger,Barger Precast   (Matthew Kaulig),Chevrolet,499,running,0,0,0
24,4,19,Martin Truex Jr,Bass Pro Shops   (Joe Gibbs),Toyota,499,running,0,29,0
25,29,8,Kyle Busch,Cheddar's Scratch Kitchen   (Richard Childress),Chevrolet,498,running,0,12,0
26,23,6,Brad Keselowski,Castrol Edge   (Jack Roush),Ford,497,running,0,11,0
27,31,47,Ricky Stenhouse Jr,Kroger/Dasani   (JTG-Daugherty Racing),Chevrolet,497,running,0,10,0
28,20,22,Joey Logano,Shell Pennzoil   (Roger Penske),Ford,496,running,0,9,0
29,25,4,Josh Berry,Bed Bath & Beyond   (Stewart Haas Racing),Ford,496,running,0,8,0
30,32,43,Erik Jones,Dollar Tree   (Legacy Motor Club),Toyota,496,running,0,7,0
31,35,99,Daniel Suarez,Freeway Insurance   (Trackhouse Racing),Chevrolet,496,running,0,6,0
32,24,38,Todd Gilliland,Frontline Enterprises INC.   (Bob Jenkins),Ford,496,running,0,5,0
33,28,42,John H. Nemechek,Pye Barker Fire & Safety   (Legacy Motor Club),Toyota,491,running,0,4,0
34,37,66,Josh Bilicki,Arby's   (Carl Long),Ford,467,running,0,0,0
35,34,21,Harrison Burton,Motorcraft  Quick Lane   (Wood Brothers),Ford,422,running,0,2,0
36,9,7,Corey LaJoie,Mattress Warehouse   (Spire Motorsports),Chevrolet,330,crash,0,1,0
37,36,15,Kaz Grala,MEAT N' BONE   (Rick Ware),Ford,296,steering,0,1,0
