Pos,St,#,Driver,Sponsor / Owner,Car,Laps,Status,Led,Pts,PPts
1,8,1,Kurt Busch,Gear Wrench   (Chip Ganassi),Chevrolet,260,running,144,59,6
2,2,18,Kyle Busch,Skittles Gummies   (Joe Gibbs),Toyota,260,running,91,54,1
3,5,19,Martin Truex Jr,Auto-Owners Insurance   (Joe Gibbs),Toyota,260,running,0,37,0
4,17,48,Alex Bowman,Ally   (Rick Hendrick),Chevrolet,260,running,0,48,0
5,15,12,Ryan Blaney,Advance Auto Parts Same Day   (Roger Penske),Ford,260,running,0,36,0
6,7,8,Tyler Reddick,Okuma   (Richard Childress),Chevrolet,260,running,0,42,0
7,1,9,Chase Elliott,Adrenaline Shoc   (Rick Hendrick),Chevrolet,260,running,13,30,0
8,4,20,Christopher Bell,"Craftsman ""Racing For a Miracle""   (Joe Gibbs)",Toyota,260,running,0,29,0
9,12,21,Matt DiBenedetto,Menards / Quaker State   (Wood Brothers),Ford,260,running,0,28,0
10,14,2,Brad Keselowski,Money Lion   (Roger Penske),Ford,260,running,0,30,0
11,21,4,Kevin Harvick,Mobil 1 Summer Road Trip   (Stewart Haas Racing),Ford,260,running,0,27,0
12,13,3,Austin Dillon,Breztri   (Richard Childress),Chevrolet,260,running,0,27,0
13,3,11,Denny Hamlin,"Offerpad ""Awesome Different""   (Joe Gibbs)",Toyota,260,running,2,38,0
14,24,23,Bubba Wallace,Door Dash   (23XI Racing),Toyota,260,running,0,23,0
15,11,14,Chase Briscoe,One Cure   (Stewart Haas Racing),Ford,260,running,0,22,0
16,18,17,Chris Buescher,Fastenal   (Jack Roush),Ford,260,running,0,21,0
17,23,41,Cole Custer,Code 3 Associates   (Stewart Haas Racing),Ford,260,running,1,20,0
18,6,5,Kyle Larson,HendrickCars.com   (Rick Hendrick),Chevrolet,260,running,0,31,0
19,10,22,Joey Logano,Shell / Pennzoil   (Roger Penske),Ford,259,running,0,22,0
20,19,24,William Byron,Axalta   (Rick Hendrick),Chevrolet,259,running,0,20,0
21,9,42,Ross Chastain,Clover   (Chip Ganassi),Chevrolet,259,running,0,16,0
22,26,7,Corey LaJoie,The Boss Baby: Family Business   (Spire Motorsports),Chevrolet,258,running,0,15,0
23,20,10,Aric Almirola,Smithfield   (Stewart Haas Racing),Ford,258,running,8,14,0
24,22,43,Erik Jones,Petty's Garage   (Richard Petty Motorsports),Chevrolet,258,running,0,13,0
25,34,37,Ryan Preece,Kroger / Scott Brand   (JTG-Daugherty Racing),Chevrolet,258,running,1,12,0
26,32,38,Anthony Alfredo,Georgia Peanuts   (Bob Jenkins),Ford,257,running,0,11,0
27,25,34,Michael McDowell,Fr8 Auctions   (Bob Jenkins),Ford,256,running,0,10,0
28,29,6,Ryan Newman,Oscar Mayer   (Jack Roush),Ford,256,running,0,9,0
29,28,77,Justin Haley,Fraternal Order of Eagles   (Spire Motorsports),Chevrolet,255,running,0,0,0
30,36,78,B.J. McLeod,Superior Logistics Services   (B.J. McLeod),Ford,254,running,0,0,0
31,37,53,Garrett Smithley,Seed Token   (Rick Ware),Chevrolet,253,running,0,0,0
32,33,15,Bayley Currey,Fort Worth Screen Printing   (Rick Ware),Chevrolet,253,running,0,0,0
33,31,51,Cody Ware,Nurtex ODT   (Rick Ware),Chevrolet,253,running,0,0,0
34,30,52,Josh Bilicki,Junction Fuels   (Rick Ware),Ford,248,running,0,3,0
35,35,00,Quin Houff,8 Ball Chocolate Whiskey   (StarCom Racing),Chevrolet,248,running,0,2,0
36,27,99,Daniel Suarez,Good Sam - Autism Awareness   (Trackhouse Racing),Chevrolet,243,running,0,1,0
37,16,47,Ricky Stenhouse Jr,NOS Energy Drink   (JTG-Daugherty Racing),Chevrolet,178,suspension,0,1,0
