Leader,From Lap,To Lap,# Of Laps
Chase Elliott,1,13,13
Kyle Busch,14,27,14
Denny Hamlin,28,29,2
Kyle Busch,30,83,54
Kurt Busch,84,121,38
Cole Custer,122,122,1
Aric Almirola,123,130,8
Ryan Preece,131,131,1
Kurt Busch,132,212,81
Kyle Busch,213,235,23
Kurt Busch,236,260,25
