driver_name,start_pos,mid_race_pos,finish_pos,highest_pos,lowest_pos,avg_pos,pass_diff,green_flag_passes,green_flag_times_passed,quality_passes,pct_quality_passes,fastest_lap,top_15_laps,pct_top_15_laps,laps_led,pct_laps_led,total_laps,driver_rating
Chase Elliott,4,8,1,1,20,4,11,33,22,32,97.0,33,399,99.8,73,18.3,400,132.9
Ricky Stenhouse Jr,15,16,2,2,19,9,21,59,38,52,88.1,8,376,94.0,0,0.0,400,102.8
Ross Chastain,7,10,3,1,20,5,14,43,29,42,97.7,38,397,99.3,86,21.5,400,125.2
Christopher Bell,17,30,4,2,32,15,-2,48,50,18,37.5,13,206,51.5,0,0.0,400,91.6
Alex Bowman,6,3,5,1,18,7,5,33,28,33,100.0,24,393,98.3,2,0.5,400,109.1
Kyle Larson,3,28,6,1,31,10,14,48,34,29,60.4,15,309,77.3,19,4.8,400,99.7
Kyle Busch,10,6,7,1,17,6,22,61,39,56,91.8,35,390,97.5,103,25.8,400,120.7
Chris Buescher,1,15,8,1,17,8,4,36,32,33,91.7,10,375,93.8,18,4.5,400,101.6
Kevin Harvick,11,14,9,7,24,11,18,60,42,58,96.7,5,385,96.3,0,0.0,400,90.6
Erik Jones,25,18,10,3,25,13,8,55,47,24,43.6,1,260,65.0,0,0.0,400,82.2
Justin Haley,14,1,11,1,25,13,-27,34,61,23,67.6,6,287,71.8,19,4.8,400,82.3
Martin Truex Jr,18,12,12,1,22,6,11,40,29,33,82.5,56,343,85.8,5,1.3,400,104.7
Chase Briscoe,23,21,13,5,29,22,4,59,55,10,16.9,1,69,17.3,0,0.0,400,60.6
Daniel Suarez,8,7,14,6,29,16,-9,75,84,38,50.7,1,222,55.5,0,0.0,400,66.1
Cole Custer,30,24,15,14,32,25,5,62,57,12,19.4,0,30,7.5,0,0.0,400,52.5
Bubba Wallace,9,4,16,4,27,15,-16,45,61,22,48.9,1,188,47.1,0,0.0,399,66.6
Michael McDowell,29,25,17,10,32,22,6,53,47,8,15.1,0,58,14.5,0,0.0,399,54.5
Corey LaJoie,21,20,18,12,27,20,-8,43,51,7,16.3,1,47,11.8,0,0.0,399,55.6
Aric Almirola,27,22,19,5,27,17,-3,52,55,15,28.8,1,179,44.9,0,0.0,399,62.9
Brad Keselowski,20,23,20,4,25,16,-7,48,55,17,35.4,1,180,45.1,0,0.0,399,65.7
Denny Hamlin,2,17,21,1,29,14,50,77,27,35,45.5,42,198,49.6,67,16.8,399,86.2
William Byron,33,9,22,4,33,15,-4,47,51,19,40.4,3,208,52.1,0,0.0,399,68.2
Austin Dillon,24,11,23,6,29,25,-38,21,59,2,9.5,0,14,3.5,0,0.0,398,44.0
Harrison Burton,35,26,24,2,35,27,-5,45,50,0,0.0,0,9,2.3,0,0.0,398,41.0
Ryan Preece,13,27,25,13,28,20,-5,66,71,1,1.5,4,18,4.5,0,0.0,398,59.1
Ryan Blaney,5,19,26,1,29,18,2,40,38,8,20.0,3,131,33.0,8,2.0,397,67.6
Ty Dillon,31,13,27,8,33,29,-22,24,46,4,16.7,0,11,2.8,0,0.0,396,38.3
Todd Gilliland,34,31,28,27,35,32,-4,8,12,0,0.0,0,0,0.0,0,0.0,396,34.0
Joey Logano,22,29,29,11,31,26,-5,29,34,0,0.0,0,3,0.8,0,0.0,396,39.5
Tyler Reddick,26,5,30,4,30,22,-12,60,72,5,8.3,1,43,11.0,0,0.0,390,43.4
Kurt Busch,16,32,31,7,33,26,6,34,28,3,8.8,4,19,4.9,0,0.0,388,43.7
Josh Bilicki,36,34,32,32,36,34,-3,1,4,0,0.0,0,0,0.0,0,0.0,381,26.7
A.J. Allmendinger,19,2,33,2,31,19,-21,47,68,18,38.3,4,179,55.8,0,0.0,321,62.6
Cody Ware,28,33,34,26,33,33,-3,11,14,0,0.0,0,0,0.0,0,0.0,238,31.8
B.J. McLeod,32,35,35,32,36,35,3,5,2,0,0.0,0,0,0.0,0,0.0,167,24.8
Austin Cindric,12,36,36,6,36,31,-4,9,13,4,44.4,1,74,81.3,0,0.0,91,46.9
