Leader,From Lap,To Lap,# Of Laps
Chris Buescher,1,18,18
Denny Hamlin,19,73,55
Kyle Larson,74,92,19
Chase Elliott,93,111,19
Denny Hamlin,112,123,12
Ross Chastain,124,159,36
"Martin Truex, Jr.",160,160,1
Ross Chastain,161,190,30
Justin Haley,191,209,19
Alex Bowman,210,211,2
Kyle Busch,212,244,33
Ryan Blaney,245,252,8
Kyle Busch,253,322,70
"Martin Truex, Jr.",323,326,4
Ross Chastain,327,340,14
Chase Elliott,341,341,1
Ross Chastain,342,347,6
Chase Elliott,348,400,53
