Pos,St,#,Driver,Sponsor / Owner,Car,Laps,Status,Led,Pts,PPts
1,4,9,Chase Elliott,NAPA Auto Parts   (Rick Hendrick),Chevrolet,400,running,73,50,5
2,15,47,Ricky Stenhouse Jr,Kroger / The Frozen Farmer   (JTG-Daugherty Racing),Chevrolet,400,running,0,41,0
3,7,1,Ross Chastain,Pitbull Tour 2022   (Trackhouse Racing),Chevrolet,400,running,86,46,0
4,17,20,Christopher Bell,DeWalt   (Joe Gibbs),Toyota,400,running,0,41,0
5,6,48,Alex Bowman,Ally   (Rick Hendrick),Chevrolet,400,running,2,40,0
6,3,5,Kyle Larson,HendrickCars.com   (Rick Hendrick),Chevrolet,400,running,19,36,0
7,10,18,Kyle Busch,M&M's Crunchy Cookie   (Joe Gibbs),Toyota,400,running,103,41,0
8,1,17,Chris Buescher,Fastenal   (Jack Roush),Ford,400,running,18,34,0
9,11,4,Kevin Harvick,Hunt Brothers Pizza   (Stewart Haas Racing),Ford,400,running,0,28,0
10,25,43,Erik Jones,Focus Factor   (Petty GMS Motorsports),Chevrolet,400,running,0,31,0
11,14,31,Justin Haley,Leaf Filter Gutter Protection   (Matthew Kaulig),Chevrolet,400,running,19,26,0
12,18,19,Martin Truex Jr,Bass Pro Shops   (Joe Gibbs),Toyota,400,running,5,38,0
13,23,14,Chase Briscoe,Mahindra Tractors   (Stewart Haas Racing),Ford,400,running,0,24,0
14,8,99,Daniel Suarez,CommScope   (Trackhouse Racing),Chevrolet,400,running,0,23,0
15,30,41,Cole Custer,Autodesk / HaasTooling.com   (Stewart Haas Racing),Ford,400,running,0,22,0
16,9,23,Bubba Wallace,Leidos   (23XI Racing),Toyota,399,running,0,21,0
17,29,34,Michael McDowell,Navage Nasal Care   (Bob Jenkins),Ford,399,running,0,20,0
18,21,7,Corey LaJoie,DuraMax / Drydene   (Spire Motorsports),Chevrolet,399,running,0,19,0
19,27,10,Aric Almirola,Smithfield  Weis   (Stewart Haas Racing),Ford,399,running,0,18,0
20,20,6,Brad Keselowski,Kohler Generators   (Jack Roush),Ford,399,running,0,18,0
21,2,11,Denny Hamlin,FedEx Office   (Joe Gibbs),Toyota,399,running,67,26,1
22,33,24,William Byron,RaptorTough.com   (Rick Hendrick),Chevrolet,399,running,0,19,0
23,24,3,Austin Dillon,Breztri   (Richard Childress),Chevrolet,398,running,0,14,0
24,35,21,Harrison Burton,Dex Imaging   (Wood Brothers),Ford,398,running,0,16,0
25,13,15,Ryan Preece,United Rentals   (Rick Ware),Ford,398,running,0,0,0
26,5,12,Ryan Blaney,Menards / Jack Links   (Roger Penske),Ford,397,running,8,21,1
27,31,42,Ty Dillon,chevyliners.com   (Petty GMS Motorsports),Chevrolet,396,running,0,10,0
28,34,38,Todd Gilliland,The Pete Store   (Bob Jenkins),Ford,396,running,0,9,0
29,22,22,Joey Logano,Shell / Pennzoil   (Roger Penske),Ford,396,running,0,8,0
30,26,8,Tyler Reddick,Guaranteed Rate   (Richard Childress),Chevrolet,390,running,0,7,0
31,16,45,Kurt Busch,Monster Energy   (23XI Racing),Toyota,388,running,0,6,0
32,36,77,Josh Bilicki,Zeigler Auto Group   (Spire Motorsports),Chevrolet,381,running,0,0,0
33,19,16,A.J. Allmendinger,Action Industries   (Matthew Kaulig),Chevrolet,321,brakes,0,0,0
34,28,51,Cody Ware,Nurtec ODT   (Rick Ware),Ford,238,dvp,0,3,0
35,32,78,B.J. McLeod,Superior Logistics Services   (B.J. McLeod),Ford,167,brakes,0,2,0
36,12,2,Austin Cindric,Freightliner   (Roger Penske),Ford,91,dvp,0,1,0
