Rank,Driver,Wins,Points
1,Kevin Harvick,6,916
2,Denny Hamlin,5,776
3,Brad Keselowski,3,779
4,Joey Logano,2,717
5,Ryan Blaney,1,741
6,Chase Elliott,1,721
7,Martin Truex Jr,1,716
8,Alex Bowman,1,585
9,Austin Dillon,1,501
10,Cole Custer,1,396
11,Aric Almirola,0,669
12,Kyle Busch,0,651
13,Kurt Busch,0,648
14,Clint Bowyer,0,571
15,Matt DiBenedetto,0,568
16,William Byron,0,537
