Pos,St,#,Driver,Sponsor / Owner,Car,Laps,Status,Led,Pts,PPts
1,20,4,Kevin Harvick,Busch Light Apple   (Stewart Haas Racing),Ford,156,running,90,53,6
2,15,11,Denny Hamlin,FedEx Ground   (Joe Gibbs),Toyota,156,running,6,40,0
3,18,19,Martin Truex Jr,Auto-Owners Insurance   (Joe Gibbs),Toyota,156,running,0,34,0
4,16,18,Kyle Busch,M&M's Fudge Brownie   (Joe Gibbs),Toyota,156,running,4,49,0
5,13,22,Joey Logano,Shell / Pennzoil   (Roger Penske),Ford,156,running,0,35,0
6,5,10,Aric Almirola,Smithfield Hometown Originals   (Stewart Haas Racing),Ford,156,running,9,34,0
7,6,21,Matt DiBenedetto,#FordStrong Technicians   (Wood Brothers),Ford,156,running,0,37,0
8,31,3,Austin Dillon,Bass Pro Shops / Tracker Off Road   (Richard Childress),Chevrolet,156,running,0,29,0
9,14,9,Chase Elliott,Mountain Dew   (Rick Hendrick),Chevrolet,156,running,0,28,0
10,11,1,Kurt Busch,Monster Energy   (Chip Ganassi),Chevrolet,156,running,0,29,0
11,9,48,Jimmie Johnson,"Ally ""Fueling Futures""   (Rick Hendrick)",Chevrolet,156,running,0,26,0
12,7,24,William Byron,Axalta   (Rick Hendrick),Chevrolet,156,running,0,30,0
13,28,6,Ryan Newman,Castrol   (Jack Roush),Ford,156,running,0,24,0
14,2,14,Clint Bowyer,DeKalb   (Stewart Haas Racing),Ford,156,running,43,39,1
15,4,42,Matt Kenseth,Credit One Bank   (Chip Ganassi),Chevrolet,156,running,0,22,0
16,25,37,Ryan Preece,Honey Nut Cheerios   (JTG-Daugherty Racing),Chevrolet,156,running,0,21,0
17,8,95,Christopher Bell,Procore   (Leavine Family Racing),Toyota,156,running,0,36,0
18,23,13,Ty Dillon,GEICO   (Germain Racing),Chevrolet,156,running,0,19,0
19,32,47,Ricky Stenhouse Jr,Kroger / Planters / Slim Jim / NOS   (JTG-Daugherty Racing),Chevrolet,156,running,0,18,0
20,1,17,Chris Buescher,Fastenal / Loctite   (Jack Roush),Ford,156,running,0,17,0
21,12,43,Bubba Wallace,Victory Junction   (Richard Petty Motorsports),Chevrolet,156,running,0,16,0
22,22,32,Corey LaJoie,Trump 2020   (Archie St. Hilaire),Ford,156,running,0,15,0
23,36,38,John H. Nemechek,Mystik Michigan   (Bob Jenkins),Ford,156,running,0,14,0
24,3,8,Tyler Reddick,Chevy Accessories   (Richard Childress),Chevrolet,156,running,0,13,0
25,34,41,Cole Custer,HaasTooling.com / Jacob Companies   (Stewart Haas Racing),Ford,156,running,0,12,0
26,24,96,Daniel Suarez,Toyota   (Gaunt Brothers),Toyota,156,running,0,11,0
27,10,20,Erik Jones,Stanley   (Joe Gibbs),Toyota,156,running,0,20,0
28,29,34,Michael McDowell,Martin Transportation Systems   (Bob Jenkins),Ford,156,running,0,9,0
29,26,27,J.J. Yeley,Rick Ware Racing   (Rick Ware),Ford,154,running,0,0,0
30,37,15,Brennan Poole,Rick Ware Racing   (Rick Ware),Chevrolet,153,running,0,7,0
31,30,74,Reed Sorenson,Fake Steak   (Spire Motorsports),Chevrolet,153,running,0,6,0
32,27,00,Quin Houff,Creek Enterprise   (StarCom Racing),Chevrolet,153,running,0,5,0
33,39,7,Josh Bilicki,"Wisconsin Lighting Labs   (Tommy Baldwin, Jr.)",Chevrolet,152,running,0,0,0
34,35,53,Garrett Smithley,Kendall Motor Oil   (Rick Ware),Ford,152,running,0,0,0
35,33,66,Timmy Hill,SBC Contractors   (Carl Long),Toyota,150,running,0,0,0
36,21,88,Alex Bowman,ChevyGoods.com / Adam's Polishes   (Rick Hendrick),Chevrolet,149,tire,0,1,0
37,38,51,James Davison,Signing Day Sports   (Rick Ware),Ford,147,running,0,1,0
38,17,12,Ryan Blaney,Menards / Knauf   (Roger Penske),Ford,95,crash,4,6,0
39,19,2,Brad Keselowski,Discount Tire   (Roger Penske),Ford,95,crash,0,10,0
