Leader,From Lap,To Lap,# Of Laps
Aric Almirola,1,19,19
Joey Logano,20,30,11
Aric Almirola,31,45,15
"Martin Truex, Jr.",46,59,14
Denny Hamlin,60,66,7
Aric Almirola,67,93,27
Denny Hamlin,94,96,3
Ryan Newman,97,109,13
Michael McDowell,110,110,1
Chris Buescher,111,113,3
Kevin Harvick,114,130,17
