Pos,St,#,Driver,Sponsor / Owner,Car,Laps,Status,Led,Pts,PPts
1,4,1,Kurt Busch,Monster Energy   (Chip Ganassi),Chevrolet,269,running,41,54,6
2,10,18,Kyle Busch,M&M's   (Joe Gibbs),Toyota,269,running,72,53,1
3,21,20,Erik Jones,Craftsman   (Joe Gibbs),Toyota,269,running,1,43,0
4,19,42,Kyle Larson,Clover   (Chip Ganassi),Chevrolet,269,running,0,38,0
5,18,11,Denny Hamlin,FedEx Freight   (Joe Gibbs),Toyota,269,running,5,39,0
6,7,14,Clint Bowyer,Rush Truck Centers / Haas Automation   (Stewart Haas Racing),Ford,269,running,40,37,0
7,11,22,Joey Logano,Shell / Pennzoil   (Roger Penske),Ford,269,running,19,46,0
8,1,41,Daniel Suarez,Haas Automation   (Stewart Haas Racing),Ford,269,running,52,29,0
9,35,6,Ryan Newman,Acorns   (Jack Roush),Ford,269,running,15,28,0
10,25,37,Chris Buescher,Planters   (JTG-Daugherty Racing),Chevrolet,269,running,0,27,0
11,14,21,Paul Menard,Quaker State / Menards Steve Kinser Throwback   (Wood Brothers),Ford,269,running,0,29,0
12,16,17,Ricky Stenhouse Jr,Fifth Third Bank   (Jack Roush),Ford,269,running,21,29,0
13,15,12,Ryan Blaney,DEX Imaging   (Roger Penske),Ford,269,running,0,27,0
14,2,10,Aric Almirola,Valley Tech Learning   (Stewart Haas Racing),Ford,269,running,0,30,0
15,20,9,Chase Elliott,Mountain Dew DEWnited States   (Rick Hendrick),Chevrolet,269,running,0,22,0
16,23,95,Matt DiBenedetto,Anest Iwata   (Leavine Family Racing),Toyota,269,running,0,21,0
17,22,88,Alex Bowman,Nationwide Children's Hospital   (Rick Hendrick),Chevrolet,268,running,0,20,0
18,12,24,William Byron,Axalta   (Rick Hendrick),Chevrolet,268,running,0,19,0
19,8,19,Martin Truex Jr,Auto-Owners Insurance   (Joe Gibbs),Toyota,268,running,0,21,0
20,3,2,Brad Keselowski,Discount Tire   (Roger Penske),Ford,268,running,3,17,0
21,29,47,Ryan Preece,Kroger / Hidden Valley / Tyson   (JTG-Daugherty Racing),Chevrolet,268,running,0,16,0
22,5,4,Kevin Harvick,Hunt Brothers Pizza   (Stewart Haas Racing),Ford,268,running,0,20,0
23,27,43,Bubba Wallace,Victory Junction   (Richard Petty Motorsports),Chevrolet,267,running,0,14,0
24,6,8,Daniel Hemric,Caterpillar   (Richard Childress),Chevrolet,267,running,0,15,0
25,17,34,Michael McDowell,Love's Travel Stops / Speedco   (Bob Jenkins),Ford,267,running,0,12,0
26,26,13,Ty Dillon,GEICO Military   (Germain Racing),Chevrolet,267,running,0,11,0
27,30,36,Matt Tifft,Southwestern Trucking   (Bob Jenkins),Ford,267,running,0,10,0
28,28,32,Corey LaJoie,Keen Parts / CorvetteParts.net   (Archie St. Hilaire),Ford,266,running,0,9,0
29,24,38,David Ragan,Long John Silver's   (Bob Jenkins),Ford,266,running,0,8,0
30,13,48,Jimmie Johnson,Ally   (Rick Hendrick),Chevrolet,266,running,0,7,0
31,32,15,Ross Chastain,Low-T Center   (Jay Robinson),Chevrolet,264,running,0,0,0
32,33,00,Landon Cassill,StarCom Fiber   (StarCom Racing),Chevrolet,263,running,0,0,0
33,31,51,Bayley Currey,Jacob Companies   (Rick Ware),Ford,262,running,0,0,0
34,36,77,Quin Houff,Go-Parts.com   (Spire Motorsports),Chevrolet,260,running,0,3,0
35,9,3,Austin Dillon,"AAA ""We Know Cars & Drivers""   (Richard Childress)",Chevrolet,238,running,0,10,0
36,34,52,B.J. McLeod,Jacob Companies   (Rick Ware),Chevrolet,110,electrical,0,0,0
