Leader,From Lap,To Lap,# Of Laps
Aric Almirola,1,35,35
Ryan Blaney,36,44,9
Aric Almirola,45,45,1
Brad Keselowski,46,128,83
Christopher Bell,129,129,1
Chris Buescher,130,237,108
Christopher Bell,238,356,119
Kyle Larson,357,387,31
Brad Keselowski,388,413,26
Christopher Bell,414,435,22
Kyle Larson,436,438,3
Christopher Bell,439,439,1
Chris Buescher,440,500,61
