Pos,St,#,Driver,Sponsor / Owner,Car,Laps,Status,Led,Pts,PPts
1,20,17,Chris Buescher,Fastenal   (Jack Roush),Ford,500,running,169,44,5
2,23,9,Chase Elliott,Hooters   (Rick Hendrick),Chevrolet,500,running,0,42,0
3,16,24,William Byron,Acronis   (Rick Hendrick),Chevrolet,500,running,0,40,0
4,8,20,Christopher Bell,Yahoo!   (Joe Gibbs),Toyota,500,running,143,52,1
5,5,5,Kyle Larson,HendrickCars.com   (Rick Hendrick),Chevrolet,500,running,34,40,0
6,12,1,Ross Chastain,Worldwide Express   (Trackhouse Racing),Chevrolet,500,running,0,40,0
7,13,16,A.J. Allmendinger,Action Industries   (Matthew Kaulig),Chevrolet,500,running,0,0,0
8,11,41,Cole Custer,Autodesk/HaasTooling.com   (Stewart Haas Racing),Ford,500,running,0,29,0
9,4,11,Denny Hamlin,FedEx Ground   (Joe Gibbs),Toyota,500,running,0,28,0
10,7,4,Kevin Harvick,Busch Light   (Stewart Haas Racing),Ford,500,running,0,28,0
11,18,34,Michael McDowell,Love's Travel Stops   (Bob Jenkins),Ford,500,running,0,26,0
12,19,31,Justin Haley,LeafFilter Gutter Protection   (Matthew Kaulig),Chevrolet,500,running,0,25,0
13,10,6,Brad Keselowski,Kohler Generators   (Jack Roush),Ford,499,running,109,34,1
14,2,14,Chase Briscoe,Magical Vacation Planner   (Stewart Haas Racing),Ford,498,running,0,38,0
15,31,7,Corey LaJoie,Schluter Systems   (Spire Motorsports),Chevrolet,497,running,0,22,0
16,27,21,Harrison Burton,Motorcraft  Quick Lane   (Wood Brothers),Ford,497,running,0,21,0
17,32,51,Cody Ware,Nurtec ODT   (Rick Ware),Ford,497,running,0,20,0
18,30,38,Todd Gilliland,LONG JOHN SILVER'S   (Bob Jenkins),Ford,496,running,0,19,0
19,29,99,Daniel Suarez,Tootsies Orchid Lounge   (Trackhouse Racing),Chevrolet,494,running,0,18,0
20,9,2,Austin Cindric,Freightliner   (Roger Penske),Ford,493,running,0,17,0
21,24,43,Erik Jones,U.S. Air Force   (Petty GMS Motorsports),Chevrolet,492,running,0,16,0
22,35,77,Landon Cassill,Zeigler Auto/LoJack   (Spire Motorsports),Chevrolet,492,running,0,0,0
23,36,15,J.J. Yeley,World Supercross Championship   (Rick Ware),Ford,491,running,0,0,0
24,33,78,B.J. McLeod,Down N Dirty   (B.J. McLeod),Ford,491,running,0,0,0
25,17,8,Tyler Reddick,Cheddar's Scratch Kitchen   (Richard Childress),Chevrolet,469,running,0,15,0
26,34,42,Ty Dillon,EG3 Technologies   (Petty GMS Motorsports),Chevrolet,457,steering,0,11,0
27,15,22,Joey Logano,Shell Pennzoil   (Roger Penske),Ford,437,suspension,0,10,0
28,1,10,Aric Almirola,Ford BlueOval City   (Stewart Haas Racing),Ford,418,steering,36,9,0
29,14,45,Bubba Wallace,MoneyLion   (23XI Racing),Toyota,408,running,0,8,0
30,6,12,Ryan Blaney,MenardsPennzoil   (Roger Penske),Ford,338,running,9,7,0
31,28,3,Austin Dillon,Bass Pro Shops / Tracker Off Road   (Richard Childress),Chevrolet,279,dvp,0,9,0
32,3,48,Alex Bowman,Ally   (Rick Hendrick),Chevrolet,277,crash,0,15,0
33,26,47,Ricky Stenhouse Jr,Kroger/ Thomas'   (JTG-Daugherty Racing),Chevrolet,276,crash,0,4,0
34,21,18,Kyle Busch,M&M's   (Joe Gibbs),Toyota,269,engine,0,17,0
35,25,23,Ty Gibbs,Monster Energy   (23XI Racing),Toyota,265,steering,0,0,0
36,22,19,Martin Truex Jr,Bass Pro Shops   (Joe Gibbs),Toyota,198,steering,0,2,0
