Pos,St,#,Driver,Sponsor / Owner,Car,Laps,Status,Led,Pts,PPts
1,10,22,Joey Logano,Pennzoil   (Roger Penske),Ford,267,running,6,49,5
2,1,20,Christopher Bell,Rheem   (Joe Gibbs),Toyota,267,running,155,54,1
3,23,99,Daniel Suarez,Tootsies Orchid Lounge   (Trackhouse Racing),Chevrolet,267,running,57,37,0
4,9,24,William Byron,RaptorTough.com   (Rick Hendrick),Chevrolet,267,running,1,48,0
5,3,48,Alex Bowman,Ally   (Rick Hendrick),Chevrolet,267,running,0,37,0
6,12,19,Martin Truex Jr,Bass Pro Shops   (Joe Gibbs),Toyota,267,running,7,48,0
7,7,1,Ross Chastain,Worldwide Express   (Trackhouse Racing),Chevrolet,267,running,0,30,0
8,4,11,Denny Hamlin,Yahoo!   (Joe Gibbs),Toyota,267,running,4,29,0
9,26,42,John H. Nemechek,Pye Barker Fire & Safety   (Legacy Motor Club),Toyota,267,running,0,28,0
10,22,17,Chris Buescher,Castrol Edge   (Jack Roush),Ford,267,running,0,38,0
11,5,5,Kyle Larson,HendrickCars.com   (Rick Hendrick),Chevrolet,267,running,1,27,0
12,19,23,Bubba Wallace,Leidos/U.S. Air Force   (23XI Racing),Toyota,267,running,0,27,0
13,20,8,Kyle Busch,FICO   (Richard Childress),Chevrolet,267,running,0,24,0
14,35,51,Corey LaJoie,Mighty Fire Breaker   (Rick Ware),Ford,267,running,0,23,0
15,31,21,Harrison Burton,DEX Imaging   (Wood Brothers),Ford,267,running,0,22,0
16,14,71,Zane Smith,Focused Health   (Spire Motorsports),Chevrolet,267,running,0,21,0
17,16,7,Justin Haley,Gainbridge   (Spire Motorsports),Chevrolet,267,running,0,24,0
18,21,10,Noah Gragson,Fanttik   (Stewart Haas Racing),Ford,267,running,0,19,0
19,33,31,Daniel Hemric,South Point Hotel and Casino   (Matthew Kaulig),Chevrolet,267,running,0,18,0
20,15,34,Michael McDowell,Love's Travel Stops   (Bob Jenkins),Ford,267,running,0,17,0
21,36,15,Cody Ware,Evel Knievel-Parts Plus/Pronto   (Rick Ware),Ford,267,running,0,16,0
22,32,41,Ryan Preece,Bonanza Cabernet   (Stewart Haas Racing),Ford,266,running,0,16,0
23,6,77,Carson Hocevar,Delaware Life   (Spire Motorsports),Chevrolet,266,running,0,14,0
24,28,4,Josh Berry,Mobil 1 Take 5   (Stewart Haas Racing),Ford,266,running,0,13,0
25,27,43,Erik Jones,Massey Motor Freight   (Legacy Motor Club),Toyota,266,running,0,12,0
26,24,14,Chase Briscoe,Texas A&M University   (Stewart Haas Racing),Ford,266,running,0,11,0
27,25,47,Ricky Stenhouse Jr,Scott Brand   (JTG-Daugherty Racing),Chevrolet,266,running,0,10,0
28,29,84,Jimmie Johnson,Dollar Tree/Family Dollar   (Legacy Motor Club),Toyota,265,running,0,9,0
29,34,16,Shane Van Gisbergen,Wendy's Spicy Chicken   (Matthew Kaulig),Chevrolet,265,running,0,0,0
30,8,54,Ty Gibbs,Monster Energy   (Joe Gibbs),Toyota,264,running,23,12,0
31,30,38,Todd Gilliland,gener8tor   (Bob Jenkins),Ford,263,running,0,6,0
32,37,12,Ryan Blaney,MenardsGreat Stuff   (Roger Penske),Ford,259,running,4,5,0
33,18,9,Chase Elliott,NAPA Auto Parts   (Rick Hendrick),Chevrolet,230,suspension,0,4,0
34,11,2,Austin Cindric,AutoTrader   (Roger Penske),Ford,96,dvp,0,5,0
35,2,45,Tyler Reddick,Jordan Brand   (23XI Racing),Toyota,89,crash,9,12,1
36,17,6,Brad Keselowski,King's Hawaiian   (Jack Roush),Ford,89,crash,0,7,0
37,13,3,Austin Dillon,Boot Barn   (Richard Childress),Chevrolet,61,crash,0,1,0
