Leader,From Lap,To Lap,# Of Laps
Christopher Bell,1,36,36
Ryan Blaney,37,40,4
Christopher Bell,41,67,27
Martin Truex Jr,68,74,7
Tyler Reddick,75,83,9
Denny Hamlin,84,87,4
Ty Gibbs,88,110,23
Christopher Bell,111,123,13
Kyle Larson,124,124,1
Daniel Suarez,125,150,26
Christopher Bell,151,229,79
William Byron,230,230,1
Daniel Suarez,231,261,31
Joey Logano,262,267,6
