Pos,St,#,Driver,Sponsor / Owner,Car,Laps,Status,Led,Pts,PPts
1,1,22,Joey Logano,Shell / Pennzoil   (Roger Penske),Ford,293,running,107,58,6
2,10,8,Tyler Reddick,3CHI   (Richard Childress),Chevrolet,293,running,10,37,0
3,29,31,Justin Haley,Leaf Filter Gutter Protection   (Matthew Kaulig),Chevrolet,293,running,0,34,0
4,35,4,Kevin Harvick,Rheem - Chasing a Cure   (Stewart Haas Racing),Ford,293,running,1,33,0
5,34,9,Chase Elliott,NAPA   (Rick Hendrick),Chevrolet,293,running,0,35,0
6,3,20,Christopher Bell,Sirius XM   (Joe Gibbs),Toyota,293,running,3,43,0
7,16,34,Michael McDowell,Navage Nasal Care   (Bob Jenkins),Ford,293,running,0,30,0
8,26,47,Ricky Stenhouse Jr,Kroger / Nature Valley   (JTG-Daugherty Racing),Chevrolet,293,running,0,29,0
9,14,3,Austin Dillon,Huk Performance Fishing   (Richard Childress),Chevrolet,293,running,0,28,0
10,20,99,Daniel Suarez,Coca-Cola   (Trackhouse Racing),Chevrolet,293,running,0,28,0
11,12,10,Aric Almirola,Haas Automation / Smithfield   (Stewart Haas Racing),Ford,293,running,0,28,0
12,21,42,Ty Dillon,Petty GMS Motorsports,Chevrolet,293,running,0,25,0
13,9,24,William Byron,Axalta   (Rick Hendrick),Chevrolet,293,running,24,35,0
14,25,21,Harrison Burton,Dex Imaging   (Wood Brothers),Ford,293,running,0,23,0
15,27,38,Todd Gilliland,Black's Tire   (Bob Jenkins),Ford,293,running,0,22,0
16,18,17,Chris Buescher,Socios.com   (Jack Roush),Ford,293,running,0,21,0
17,7,12,Ryan Blaney,Advance Auto Parts   (Roger Penske),Ford,293,running,0,20,0
18,19,2,Austin Cindric,Menards / Libman   (Roger Penske),Ford,293,running,0,19,0
19,31,51,Cody Ware,Nurtec ODT   (Rick Ware),Ford,293,running,1,18,0
20,13,14,Chase Briscoe,Mahindra Tractors   (Stewart Haas Racing),Ford,293,running,0,17,0
21,22,11,Denny Hamlin,FedEx Express   (Joe Gibbs),Toyota,292,running,42,27,0
22,33,77,Landon Cassill,Voyager: Crypto for All   (Spire Motorsports),Chevrolet,292,running,0,0,0
23,32,15,J.J. Yeley,Ollie's Bargain Outlet   (Rick Ware),Ford,288,running,1,0,0
24,4,19,Martin Truex Jr,Auto-Owners Insurance   (Joe Gibbs),Toyota,263,crash,28,28,0
25,11,43,Erik Jones,Focus Factor   (Petty GMS Motorsports),Chevrolet,262,crash,1,20,0
26,28,41,Cole Custer,HaasTooling.com   (Stewart Haas Racing),Ford,260,crash,0,11,0
27,17,23,Bubba Wallace,Money Lion   (23XI Racing),Toyota,260,crash,0,11,0
28,6,45,Kurt Busch,McDonald's Throwback   (23XI Racing),Toyota,260,crash,0,9,0
29,15,48,Alex Bowman,Ally Throwback   (Rick Hendrick),Chevrolet,255,crash,0,8,0
30,8,1,Ross Chastain,Coca-Cola   (Trackhouse Racing),Chevrolet,194,crash,26,26,1
31,24,16,Daniel Hemric,AG1 by Athletic Greens   (Matthew Kaulig),Chevrolet,188,engine,0,0,0
32,36,78,B.J. McLeod,Live Fast Motorsports   (B.J. McLeod),Ford,184,brakes,0,5,0
33,5,18,Kyle Busch,M&M's   (Joe Gibbs),Toyota,167,crash,19,11,0
34,23,6,Brad Keselowski,Socios.com   (Jack Roush),Ford,166,crash,0,3,0
35,30,7,Corey LaJoie,Stacking Pennies   (Spire Motorsports),Chevrolet,152,crash,0,2,0
36,2,5,Kyle Larson,HendrickCars.com   (Rick Hendrick),Chevrolet,112,engine,30,1,0
