Rank,Driver,Wins,Points
1,William Byron,2,388
2,Ross Chastain,2,364
3,Chase Elliott,1,453
4,Joey Logano,1,374
5,Kyle Busch,1,364
6,Alex Bowman,1,357
7,Kyle Larson,1,336
8,Chase Briscoe,1,287
9,Austin Cindric,1,258
10,Denny Hamlin,1,231
11,Ryan Blaney,0,388
12,Martin Truex Jr,0,364
13,Christopher Bell,0,327
14,Kevin Harvick,0,313
15,Aric Almirola,0,311
16,Austin Dillon,0,287
