Pos,St,#,Driver,Sponsor / Owner,Car,Laps,Status,Led,Pts,PPts
1,19,18,Kyle Busch,M&M's Mini's   (Joe Gibbs),Toyota,140,running,30,44,5
2,12,5,Kyle Larson,HendrickCars.com   (Rick Hendrick),Chevrolet,140,running,0,38,0
3,11,2,Brad Keselowski,Detroit Engines   (Roger Penske),Ford,140,running,31,50,0
4,13,4,Kevin Harvick,Busch Light   (Stewart Haas Racing),Ford,140,running,0,33,0
5,7,23,Bubba Wallace,Draft Kings   (23XI Racing),Toyota,140,running,3,38,0
6,16,12,Ryan Blaney,Menards /  Duracell   (Roger Penske),Ford,140,running,0,38,0
7,20,48,Alex Bowman,Ally   (Rick Hendrick),Chevrolet,140,running,18,30,0
8,23,37,Ryan Preece,Thomas' / Kroger   (JTG-Daugherty Racing),Chevrolet,140,running,0,29,0
9,10,8,Tyler Reddick,Kalahari Resorts & Conventions   (Richard Childress),Chevrolet,140,running,0,31,0
10,14,22,Joey Logano,Shell / Pennzoil   (Roger Penske),Ford,140,running,0,28,0
11,3,19,Martin Truex Jr,Reser's Fine Foods   (Joe Gibbs),Toyota,140,running,19,41,1
12,18,24,William Byron,Axalta Color of the Year   (Rick Hendrick),Chevrolet,140,running,22,35,1
13,21,3,Austin Dillon,Workrise   (Richard Childress),Chevrolet,140,running,0,24,0
14,17,11,Denny Hamlin,FedEx Ground   (Joe Gibbs),Toyota,140,running,1,32,0
15,8,99,Daniel Suarez,CommScope   (Trackhouse Racing),Chevrolet,140,running,0,24,0
16,5,10,Aric Almirola,Smithfield   (Stewart Haas Racing),Ford,140,running,0,32,0
17,2,34,Michael McDowell,ARRMA   (Bob Jenkins),Ford,140,running,7,25,0
18,32,21,Matt DiBenedetto,Motorcraft / Quick Lane   (Wood Brothers),Ford,140,running,0,19,0
19,1,17,Chris Buescher,Acronis   (Jack Roush),Ford,140,running,6,18,0
20,15,1,Kurt Busch,Monster Energy   (Chip Ganassi),Chevrolet,140,running,0,17,0
21,24,14,Chase Briscoe,HighPoint.com / Webex by Cisco   (Stewart Haas Racing),Ford,140,running,0,16,0
22,37,6,Ryan Newman,Guaranteed Rate   (Jack Roush),Ford,140,running,0,15,0
23,36,7,Corey LaJoie,Nations Guard   (Spire Motorsports),Chevrolet,139,running,0,14,0
24,38,41,Cole Custer,HaasTooling.com   (Stewart Haas Racing),Ford,139,running,0,13,0
25,27,77,Justin Allgaier,Diamond Creek Water   (Spire Motorsports),Chevrolet,139,running,0,0,0
26,33,42,Ross Chastain,McDonald's   (Chip Ganassi),Chevrolet,139,running,0,12,0
27,9,9,Chase Elliott,NAPA Auto Parts   (Rick Hendrick),Chevrolet,139,running,0,16,0
28,25,51,Cody Ware,Nurtec ODT   (Rick Ware),Chevrolet,139,running,0,0,0
29,30,78,B.J. McLeod,American Brain Tumor Association   (B.J. McLeod),Ford,138,running,0,0,0
30,28,15,James Davison,Go FMX   (Rick Ware),Chevrolet,137,running,0,7,0
31,22,43,Erik Jones,Medallion Bank   (Richard Petty Motorsports),Chevrolet,136,running,0,6,0
32,4,20,Christopher Bell,Rheem   (Joe Gibbs),Toyota,135,running,3,12,0
33,31,00,Quin Houff,Mane 'n Tail / Spirit Untamed   (StarCom Racing),Chevrolet,135,running,0,4,0
34,26,38,Anthony Alfredo,Death Wish Coffee   (Bob Jenkins),Ford,134,running,0,3,0
35,34,52,Josh Bilicki,Jacob Companies   (Rick Ware),Ford,132,running,0,2,0
36,29,53,Garrett Smithley,Rich Mar Florist   (Rick Ware),Chevrolet,122,engine,0,0,0
37,35,66,Timmy Hill,M&M Mechanical   (Carl Long),Toyota,113,handling,0,0,0
38,6,47,Ricky Stenhouse Jr,Scott Brand   (JTG-Daugherty Racing),Chevrolet,111,engine,0,5,0
