Leader,From Lap,To Lap,# Of Laps
Chris Buescher,1,6,6
Michael McDowell,7,13,7
"Martin Truex, Jr.",14,32,19
Brad Keselowski,33,45,13
Kyle Busch,46,73,28
Bubba Wallace,74,76,3
William Byron,77,93,17
Christopher Bell,94,96,3
Alex Bowman,97,114,18
Brad Keselowski,115,132,18
William Byron,133,137,5
Denny Hamlin,138,138,1
Kyle Busch,139,140,2
