Pos,St,#,Driver,Sponsor / Owner,Car,Laps,Status,Led,Pts,PPts
1,18,24,William Byron,Axalta   (Rick Hendrick),Chevrolet,200,running,4,54,5
2,7,48,Alex Bowman,Ally   (Rick Hendrick),Chevrolet,200,running,0,50,0
3,4,20,Christopher Bell,DEWALT - Interstate Batteries   (Joe Gibbs),Toyota,200,running,22,44,0
4,29,7,Corey LaJoie,Chili's Catch-a-Rita   (Spire Motorsports),Chevrolet,200,running,1,33,0
5,24,23,Bubba Wallace,McDonald's   (23XI Racing),Toyota,200,running,3,39,0
6,28,16,A.J. Allmendinger,Celsius   (Matthew Kaulig),Chevrolet,200,running,9,0,0
7,10,42,John H. Nemechek,Dollar Tree   (Legacy Motor Club),Toyota,200,running,0,37,0
8,11,43,Erik Jones,AdventHealth   (Legacy Motor Club),Toyota,200,running,0,35,0
9,38,10,Noah Gragson,Black Rifle Coffee / Ranger Boats   (Stewart Haas Racing),Ford,200,running,5,28,0
10,20,14,Chase Briscoe,Mahindra Tractors   (Stewart Haas Racing),Ford,200,running,0,29,0
11,17,5,Kyle Larson,HendrickCars.com   (Rick Hendrick),Chevrolet,200,running,7,37,0
12,34,8,Kyle Busch,Zone   (Richard Childress),Chevrolet,200,running,12,37,0
13,14,71,Zane Smith,WeatherTech   (Spire Motorsports),Chevrolet,200,running,0,29,0
14,5,9,Chase Elliott,NAPA Auto Parts   (Rick Hendrick),Chevrolet,200,running,13,42,1
15,27,19,Martin Truex Jr,Bass Pro Shops   (Joe Gibbs),Toyota,200,running,0,24,0
16,37,31,Daniel Hemric,Cirkul   (Matthew Kaulig),Chevrolet,200,running,0,21,0
17,15,54,Ty Gibbs,Monster Energy   (Joe Gibbs),Toyota,200,running,0,23,0
18,19,17,Chris Buescher,Fastenal   (Jack Roush),Ford,200,running,0,21,0
19,8,11,Denny Hamlin,FedEx   (Joe Gibbs),Toyota,200,running,10,30,0
20,40,60,David Ragan,BuildSubmarines.com   (Jack Roush),Ford,200,running,2,17,0
21,21,1,Ross Chastain,Busch Light   (Trackhouse Racing),Chevrolet,199,running,14,24,0
22,6,2,Austin Cindric,Discount Tire   (Roger Penske),Ford,199,running,13,33,0
23,25,41,Ryan Preece,HaasTooling.com   (Stewart Haas Racing),Ford,199,running,0,14,0
24,36,15,Riley Herbst,Monster Energy   (Rick Ware),Ford,199,running,0,0,0
25,30,4,Josh Berry,SunnyD   (Stewart Haas Racing),Ford,199,running,1,12,0
26,22,51,Justin Haley,TreeTop Apple Juice/Jacob   (Rick Ware),Ford,199,running,0,12,0
27,39,62,Anthony Alfredo,Death Wish Coffee   (Beard Motorsports),Chevrolet,198,running,0,0,0
28,23,84,Jimmie Johnson,Carvana   (Legacy Motor Club),Toyota,196,running,0,9,0
29,3,45,Tyler Reddick,Nasty Beast   (23XI Racing),Toyota,192,crash,0,24,0
30,32,12,Ryan Blaney,MenardsPEAK   (Roger Penske),Ford,192,crash,12,17,1
31,35,47,Ricky Stenhouse Jr,Boost by KrogerCottonelle   (JTG-Daugherty Racing),Chevrolet,192,crash,0,9,0
32,1,22,Joey Logano,Shell Pennzoil   (Roger Penske),Ford,191,crash,45,9,0
33,16,6,Brad Keselowski,Castrol Edge   (Jack Roush),Ford,191,crash,3,8,0
34,13,99,Daniel Suarez,Freeway Insurance   (Trackhouse Racing),Chevrolet,191,crash,2,17,0
35,31,38,Todd Gilliland,gener8tor   (Bob Jenkins),Ford,191,crash,16,2,0
36,2,34,Michael McDowell,Love's Travel Stops   (Bob Jenkins),Ford,176,running,6,1,0
37,33,3,Austin Dillon,Bass Pro Shops   (Richard Childress),Chevrolet,146,running,0,1,0
38,26,36,Kaz Grala,Ruedebusch   (Bob Jenkins),Ford,5,crash,0,1,0
39,12,21,Harrison Burton,Motorcraft  Dex Imaging   (Wood Brothers),Ford,5,crash,0,7,0
40,9,77,Carson Hocevar,Gainbridge/Zeigler Auto Group   (Spire Motorsports),Chevrolet,5,crash,0,8,0
