driver_name,start_pos,mid_race_pos,finish_pos,highest_pos,lowest_pos,avg_pos,pass_diff,green_flag_passes,green_flag_times_passed,quality_passes,pct_quality_passes,fastest_lap,top_15_laps,pct_top_15_laps,laps_led,pct_laps_led,total_laps,driver_rating
Kyle Busch,17,24,1,1,31,16,7,479,472,225,47.0,5,95,48.5,3,1.5,196,86.8
Ryan Blaney,5,23,2,1,28,10,-9,336,345,192,57.1,5,134,68.4,47,24.0,196,110.4
Chris Buescher,10,31,3,2,36,23,9,397,388,67,16.9,6,44,22.4,0,0.0,196,62.0
Chase Briscoe,4,37,4,1,38,27,-22,257,279,94,36.6,5,47,24.0,1,0.5,196,89.5
Brad Keselowski,20,29,5,1,36,24,9,387,378,43,11.1,7,30,15.3,2,1.0,196,57.9
Erik Jones,24,6,6,1,34,20,40,515,475,141,27.4,6,56,28.6,3,1.5,196,76.3
William Byron,18,22,7,1,34,19,3,488,485,134,27.5,2,59,30.1,1,0.5,196,71.7
Christopher Bell,6,18,8,3,33,17,-42,392,434,174,44.4,0,98,50.0,0,0.0,196,72.3
Daniel Suarez,22,33,9,1,35,19,7,458,451,131,28.6,2,64,32.7,5,2.6,196,72.5
Todd Gilliland,28,27,10,6,37,23,39,487,448,63,12.9,5,29,14.8,0,0.0,196,72.2
J.J. Yeley,38,25,11,2,38,25,11,484,473,51,10.5,5,21,10.7,0,0.0,196,53.4
Chase Elliott,29,28,12,1,31,14,12,429,417,237,55.2,3,132,67.3,18,9.2,196,82.2
Tyler Reddick,13,26,13,3,37,22,-18,393,411,108,27.5,1,50,25.5,0,0.0,196,58.5
Alex Bowman,27,30,14,1,35,20,13,429,416,92,21.4,0,54,27.6,8,4.1,196,61.2
Denny Hamlin,1,3,15,1,35,11,-36,390,426,290,74.4,0,149,76.0,7,3.6,196,86.7
Ricky Stenhouse Jr,33,12,16,2,36,22,35,484,449,166,34.3,12,60,30.6,0,0.0,196,75.2
Ty Dillon,32,9,17,1,34,20,-13,379,392,144,38.0,9,67,34.2,0,0.0,196,70.5
Justin Haley,26,8,18,1,37,19,19,483,464,178,36.9,5,71,36.2,0,0.0,196,78.6
B.J. McLeod,37,35,19,1,38,33,-5,122,127,0,0.0,4,1,0.5,1,0.5,196,38.3
Aric Almirola,2,17,20,1,27,9,-24,379,403,281,74.1,1,149,76.0,11,5.6,196,93.1
Kevin Harvick,11,4,21,1,35,12,-12,383,395,257,67.1,3,142,72.4,11,5.6,196,91.7
Ross Chastain,23,13,22,1,34,12,-1,455,456,288,63.3,2,139,70.9,3,1.5,196,82.2
Austin Hill,31,14,23,2,38,32,-3,242,245,6,2.5,12,3,1.5,0,0.0,196,36.5
Corey LaJoie,34,16,24,5,37,21,26,471,445,149,31.6,3,56,28.6,0,0.0,196,63.0
Riley Herbst,36,19,25,2,36,25,7,456,449,31,6.8,7,9,4.6,0,0.0,196,42.5
Austin Cindric,15,15,26,4,38,16,1,467,466,196,42.0,2,108,55.1,0,0.0,196,76.9
Martin Truex Jr,7,2,27,1,32,10,-28,346,374,296,85.5,3,164,83.7,19,9.7,196,84.0
Bubba Wallace,12,1,28,1,36,9,-22,372,394,330,88.7,4,164,84.1,35,17.9,195,91.9
A.J. Allmendinger,19,10,29,5,36,23,41,458,417,106,23.1,7,43,22.1,0,0.0,195,54.8
Joey Logano,8,5,30,1,36,17,-27,431,458,197,45.7,4,100,51.3,3,1.5,195,62.0
Ty Gibbs,3,32,31,1,35,15,-45,377,422,230,61.0,4,107,55.2,4,2.1,194,74.4
Noah Gragson,30,34,32,1,35,14,0,421,421,217,51.5,3,109,57.7,1,0.5,189,81.5
Kyle Larson,9,21,33,1,33,15,-4,452,456,241,53.3,0,110,58.2,0,0.0,189,65.7
Ryan Preece,16,7,34,1,38,16,-5,514,519,250,48.6,1,102,54.0,2,1.1,189,74.0
Michael McDowell,21,38,35,17,38,37,-9,7,16,0,0.0,6,0,0.0,0,0.0,189,25.7
Harrison Burton,25,20,36,1,34,17,10,451,441,185,41.0,1,86,47.0,11,6.0,183,70.9
Zane Smith,35,36,37,5,37,30,2,274,272,29,10.6,9,17,12.1,0,0.0,141,35.2
Austin Dillon,14,11,38,1,35,24,-22,288,310,169,58.7,0,71,50.4,0,0.0,141,45.8
