Pos,St,#,Driver,Sponsor / Owner,Car,Laps,Status,Led,Pts,PPts
1,17,8,Kyle Busch,McLaren Custom Grills   (Richard Childress),Chevrolet,196,running,3,40,5
2,5,12,Ryan Blaney,Wurth   (Roger Penske),Ford,196,running,47,35,0
3,10,17,Chris Buescher,Fastenal   (Jack Roush),Ford,196,running,0,34,0
4,4,14,Chase Briscoe,Mahindra Tractors YOG   (Stewart Haas Racing),Ford,196,running,1,33,0
5,20,6,Brad Keselowski,Castrol Edge   (Jack Roush),Ford,196,running,2,32,0
6,24,43,Erik Jones,U.S. Air Force   (Legacy Motor Club),Chevrolet,196,running,3,31,0
7,18,24,William Byron,Liberty University   (Rick Hendrick),Chevrolet,196,running,1,37,0
8,6,20,Christopher Bell,Rheem   (Joe Gibbs),Toyota,196,running,0,29,0
9,22,99,Daniel Suarez,Tootsies Orchid Lounge   (Trackhouse Racing),Chevrolet,196,running,5,29,0
10,28,36,Todd Gilliland,gener8tor Skills   (Bob Jenkins),Ford,196,running,0,27,0
11,38,51,J.J. Yeley,Jacob Companies   (Rick Ware),Ford,196,running,0,0,0
12,29,9,Chase Elliott,NAPA Auto Parts   (Rick Hendrick),Chevrolet,196,running,18,44,1
13,27,48,Alex Bowman,Ally   (Rick Hendrick),Chevrolet,196,running,8,33,0
14,32,77,Ty Dillon,Nations Guard   (Spire Motorsports),Chevrolet,196,running,0,23,0
15,33,47,Ricky Stenhouse Jr,Kroger/Cheez-It   (JTG-Daugherty Racing),Chevrolet,196,running,0,24,0
16,13,45,Tyler Reddick,MoneyLion   (23XI Racing),Toyota,196,running,0,21,0
17,1,11,Denny Hamlin,FedEx Freight Direct   (Joe Gibbs),Toyota,196,running,7,23,0
18,37,78,B.J. McLeod,B'laster   (B.J. McLeod),Chevrolet,196,running,1,19,0
19,26,31,Justin Haley,LeafFilter Gutter Protection   (Matthew Kaulig),Chevrolet,196,running,0,18,0
20,36,15,Riley Herbst,Monster Energy/Mechanix Wear   (Rick Ware),Ford,196,running,0,0,0
21,11,4,Kevin Harvick,Mobil 1   (Stewart Haas Racing),Ford,196,running,11,24,0
22,2,10,Aric Almirola,Smithfield   (Stewart Haas Racing),Ford,196,running,11,25,1
23,23,1,Ross Chastain,Moose Fraternity   (Trackhouse Racing),Chevrolet,196,running,3,22,0
24,31,62,Austin Hill,Realtree   (Beard Motorsports),Chevrolet,196,running,0,0,0
25,34,7,Corey LaJoie,Celsius   (Spire Motorsports),Chevrolet,196,running,0,12,0
26,15,2,Austin Cindric,Menards  Duracell   (Roger Penske),Ford,196,running,0,16,0
27,7,19,Martin Truex Jr,Bass Pro Shops   (Joe Gibbs),Toyota,196,running,19,15,0
28,12,23,Bubba Wallace,Columbia Sportswear Company   (23XI Racing),Toyota,195,crash,35,16,0
29,19,16,A.J. Allmendinger,Farmsmart   (Matthew Kaulig),Chevrolet,195,crash,0,8,0
30,8,22,Joey Logano,Shell PennzoilAutotrader   (Roger Penske),Ford,195,running,3,10,0
31,3,54,Ty Gibbs,Monster Energy   (Joe Gibbs),Toyota,194,fuel,4,6,0
32,30,42,Noah Gragson,Wendyâ€™s Beef is in the Bag   (Legacy Motor Club),Chevrolet,189,crash,1,10,0
33,9,5,Kyle Larson,HendrickCars.com   (Rick Hendrick),Chevrolet,189,crash,0,10,0
34,16,41,Ryan Preece,Hunt Brothers Pizza   (Stewart Haas Racing),Ford,189,crash,2,9,0
35,21,34,Michael McDowell,Love's Travel Stops   (Bob Jenkins),Ford,189,running,0,2,0
36,25,21,Harrison Burton,Motorcraft/Quick Lane   (Wood Brothers),Ford,183,crash,11,7,0
37,35,38,Zane Smith,Wellcare   (Bob Jenkins),Ford,141,crash,0,0,0
38,14,3,Austin Dillon,Bass Pro Shops   (Richard Childress),Chevrolet,141,crash,0,1,0
