Pos,St,#,Driver,Sponsor / Owner,Car,Laps,Status,Led,Pts,PPts
1,19,2,Brad Keselowski,Auto Trader   (Roger Penske),Ford,325,running,33,40,5
2,9,19,Martin Truex Jr,Bass Pro Shops / Tracker ATVs   (Joe Gibbs),Toyota,325,running,4,49,0
3,8,1,Kurt Busch,ComSurv   (Chip Ganassi),Chevrolet,325,running,1,45,0
4,18,4,Kevin Harvick,Busch Beer   (Stewart Haas Racing),Ford,325,running,45,52,1
5,3,14,Clint Bowyer,Haas Automation   (Stewart Haas Racing),Ford,325,running,0,34,0
6,6,18,Kyle Busch,Snickers Creamy   (Joe Gibbs),Toyota,325,running,0,33,0
7,15,20,Erik Jones,DeWalt   (Joe Gibbs),Toyota,325,running,0,33,0
8,1,10,Aric Almirola,Smithfield   (Stewart Haas Racing),Ford,325,running,36,37,0
9,30,37,Chris Buescher,Scott Comfort Plus / Viva   (JTG-Daugherty Racing),Chevrolet,325,running,0,28,0
10,5,41,Daniel Suarez,Arris   (Stewart Haas Racing),Ford,325,running,0,27,0
11,4,11,Denny Hamlin,FedEx Ground   (Joe Gibbs),Toyota,325,running,0,35,0
12,7,42,Kyle Larson,McDonald's Team Classics   (Chip Ganassi),Chevrolet,325,running,142,44,1
13,13,6,Ryan Newman,Acorns   (Jack Roush),Ford,325,running,0,24,0
14,14,21,Paul Menard,Menards / Moen   (Wood Brothers),Ford,325,running,0,23,0
15,16,88,Alex Bowman,Axalta   (Rick Hendrick),Chevrolet,325,running,0,22,0
16,23,38,David Ragan,Fire Ade   (Bob Jenkins),Ford,325,running,0,21,0
17,17,24,William Byron,Liberty University   (Rick Hendrick),Chevrolet,325,running,0,20,0
18,2,17,Ricky Stenhouse Jr,Little Hug Fruit Barrels   (Jack Roush),Ford,324,running,1,21,0
19,22,9,Chase Elliott,NAPA Auto Parts   (Rick Hendrick),Chevrolet,324,running,0,18,0
20,28,8,Daniel Hemric,Alsco / Red Kap Work Clothing   (Richard Childress),Chevrolet,324,running,0,17,0
21,10,3,Austin Dillon,Dow   (Richard Childress),Chevrolet,324,running,0,16,0
22,26,12,Ryan Blaney,PPG   (Roger Penske),Ford,324,running,41,27,0
23,27,22,Joey Logano,Shell / Pennzoil   (Roger Penske),Ford,324,running,22,23,0
24,11,48,Jimmie Johnson,Ally   (Rick Hendrick),Chevrolet,323,running,0,13,0
25,21,13,Ty Dillon,GEICO   (Germain Racing),Chevrolet,323,running,0,12,0
26,20,95,Matt DiBenedetto,Procore   (Leavine Family Racing),Toyota,322,running,0,11,0
27,29,43,Bubba Wallace,McDonald's Team Bacon   (Richard Petty Motorsports),Chevrolet,322,running,0,10,0
28,31,36,Matt Tifft,Tunity / Surface Sunscreen   (Bob Jenkins),Ford,319,running,0,9,0
29,24,32,Corey LaJoie,Old Spice   (Archie St. Hilaire),Ford,319,running,0,8,0
30,34,96,Parker Kligerman,Gaunt Brothers,Toyota,318,running,0,0,0
31,32,15,Ross Chastain,Rim Ryderz   (Jay Robinson),Chevrolet,313,running,0,0,0
32,37,52,B.J. McLeod,Trick Shot Penetrating Lubricant   (Rick Ware),Chevrolet,313,running,0,0,0
33,36,51,Cody Ware,Jacob Companies   (Rick Ware),Ford,303,running,0,4,0
34,33,00,Landon Cassill,StarCom Fiber   (StarCom Racing),Chevrolet,284,running,0,0,0
35,25,47,Ryan Preece,Kroger.com / Pringles / Nature Valley   (JTG-Daugherty Racing),Chevrolet,271,crash,0,2,0
36,35,77,Garrett Smithley,Hero Box / Harrell's   (Spire Motorsports),Chevrolet,254,running,0,0,0
37,12,34,Michael McDowell,FR8 Auctions   (Bob Jenkins),Ford,222,running,0,1,0
