driver_name,start_pos,mid_race_pos,finish_pos,highest_pos,lowest_pos,avg_pos,pass_diff,green_flag_passes,green_flag_times_passed,quality_passes,pct_quality_passes,fastest_lap,top_15_laps,pct_top_15_laps,laps_led,pct_laps_led,total_laps,driver_rating
Chase Elliott,1,9,1,1,12,4,20,139,119,136,97.8,6,260,100.0,96,36.9,260,134.5
Ross Chastain,2,12,2,1,30,8,21,180,159,155,86.1,7,227,87.3,32,12.3,260,116.0
Austin Cindric,5,22,3,1,36,19,-43,118,161,58,49.2,12,103,39.6,7,2.7,260,68.1
Erik Jones,25,8,4,1,34,15,8,196,188,119,60.7,7,157,60.4,10,3.8,260,84.8
Ryan Blaney,6,5,5,1,14,5,11,182,171,175,96.2,3,260,100.0,2,0.8,260,110.0
Daniel Suarez,7,19,6,3,32,15,-14,158,172,93,58.9,6,153,58.8,0,0.0,260,80.1
Justin Haley,24,15,7,4,24,13,20,207,187,131,63.3,6,167,64.2,0,0.0,260,93.1
Aric Almirola,22,13,8,1,24,14,-3,227,230,174,76.7,12,175,67.3,0,0.0,260,89.5
Cole Custer,18,24,9,6,35,21,-36,75,111,19,25.3,8,40,15.4,0,0.0,260,61.6
Harrison Burton,27,6,10,1,31,14,-12,156,168,103,66.0,5,173,66.5,9,3.5,260,77.1
Martin Truex Jr,9,23,11,1,35,16,14,134,120,73,54.5,8,111,42.7,27,10.4,260,79.0
Kevin Harvick,10,20,12,3,23,15,-34,152,186,75,49.3,8,108,41.5,0,0.0,260,73.3
Kyle Larson,3,26,13,3,35,19,11,132,121,77,58.3,10,111,42.7,0,0.0,260,67.0
Bubba Wallace,32,21,14,13,33,23,1,93,92,1,1.1,3,4,1.5,0,0.0,260,52.5
Michael McDowell,12,32,15,5,32,21,14,93,79,74,79.6,5,82,31.5,0,0.0,260,73.8
Chase Briscoe,14,16,16,3,29,19,-6,143,149,45,31.5,2,45,17.3,0,0.0,260,61.5
Todd Gilliland,28,7,17,2,28,17,-8,134,142,61,45.5,2,90,34.6,0,0.0,260,60.7
Brad Keselowski,31,11,18,2,36,19,46,158,112,59,37.3,8,72,27.7,0,0.0,260,60.0
Christopher Bell,15,4,19,1,25,9,7,176,169,161,91.5,9,231,88.8,0,0.0,260,94.9
Kyle Busch,19,30,20,2,31,21,3,110,107,77,70.0,5,70,26.9,0,0.0,260,64.2
Corey LaJoie,30,14,21,1,34,14,17,183,166,97,53.0,2,149,57.3,19,7.3,260,74.7
Kurt Busch,21,3,22,2,29,10,20,230,210,188,81.7,11,222,85.7,0,0.0,259,90.7
Cody Ware,34,28,23,8,36,27,-18,38,56,0,0.0,0,6,2.3,0,0.0,259,36.0
Landon Cassill,36,25,24,4,36,27,-24,47,71,3,6.4,0,8,3.1,0,0.0,259,37.3
Denny Hamlin,16,17,25,1,25,9,15,238,223,196,82.4,8,221,85.3,2,0.8,259,86.8
Joey Logano,17,31,26,7,34,20,6,146,140,111,76.0,6,122,48.4,0,0.0,252,72.8
Garrett Smithley,33,29,27,12,36,29,-33,35,68,7,20.0,1,8,3.2,0,0.0,252,30.8
Ty Dillon,23,27,28,3,35,26,-26,60,86,2,3.3,2,8,4.6,0,0.0,174,38.0
Tyler Reddick,4,2,29,1,22,13,7,128,121,121,94.5,4,162,95.3,13,7.6,170,89.3
William Byron,13,1,30,1,26,15,5,141,136,132,93.6,4,154,90.6,41,24.1,170,88.8
Ricky Stenhouse Jr,20,18,31,1,36,25,-15,83,98,18,21.7,1,31,19.1,2,1.2,162,40.1
Alex Bowman,8,10,32,2,32,18,7,147,140,129,87.8,6,132,82.5,0,0.0,160,75.6
Chris Buescher,11,33,33,10,35,29,-13,35,48,13,37.1,2,23,21.5,0,0.0,107,37.1
Noah Gragson,29,34,34,14,33,31,0,54,54,5,9.3,0,5,5.5,0,0.0,91,30.7
Austin Dillon,26,35,35,10,28,30,12,75,63,11,14.7,4,6,6.7,0,0.0,90,40.8
B.J. McLeod,35,36,36,2,35,34,10,58,48,0,0.0,0,4,5.2,0,0.0,77,24.3
