driver_name,start_pos,mid_race_pos,finish_pos,highest_pos,lowest_pos,avg_pos,pass_diff,green_flag_passes,green_flag_times_passed,quality_passes,pct_quality_passes,fastest_lap,top_15_laps,pct_top_15_laps,laps_led,pct_laps_led,total_laps,driver_rating
Christopher Bell,4,4,1,1,11,3,8,39,31,33,84.6,43,305,100.0,149,48.9,305,142.1
Chase Briscoe,23,19,2,2,28,19,20,142,122,35,24.6,2,80,26.2,0,0.0,305,68.7
Josh Berry,10,10,3,2,21,7,27,92,65,72,78.3,14,287,94.1,0,0.0,305,112.3
Kyle Larson,19,9,4,1,25,9,19,76,57,50,65.8,2,294,96.4,0,0.0,305,93.3
Chris Buescher,15,13,5,4,24,14,-1,75,76,50,66.7,3,170,55.7,0,0.0,305,84.3
Tyler Reddick,12,18,6,1,26,9,-6,63,69,38,60.3,7,271,88.9,53,17.4,305,90.3
Ricky Stenhouse Jr,13,20,7,3,28,21,4,99,95,19,19.2,0,48,15.7,0,0.0,305,61.8
John H. Nemechek,28,33,8,8,35,29,17,72,55,8,11.1,0,12,3.9,0,0.0,305,54.2
Martin Truex Jr,7,3,9,2,30,10,19,102,83,51,50.0,33,239,78.4,0,0.0,305,104.1
Ross Chastain,8,14,10,3,29,13,18,102,84,53,52.0,1,228,74.8,0,0.0,305,88.9
Ryan Preece,31,25,11,10,34,22,15,110,95,21,19.1,0,52,17.0,0,0.0,305,59.8
Todd Gilliland,16,7,12,1,16,9,0,68,68,57,83.8,2,305,100.0,19,6.2,305,86.9
Erik Jones,32,22,13,11,32,22,10,134,124,17,12.7,0,21,6.9,0,0.0,305,61.7
Harrison Burton,27,27,14,6,30,20,-6,79,85,29,36.7,0,93,30.5,0,0.0,305,57.8
Michael McDowell,25,16,15,2,28,16,25,121,96,39,32.2,0,137,44.9,0,0.0,305,66.5
Ty Gibbs,18,12,16,2,26,13,2,118,116,76,64.4,10,245,80.3,0,0.0,305,81.0
Carson Hocevar,20,24,17,7,29,20,-2,137,139,15,10.9,1,18,5.9,0,0.0,305,67.1
Chase Elliott,1,6,18,1,29,9,-8,92,100,55,59.8,12,267,87.5,41,13.4,305,105.5
Austin Cindric,29,26,19,3,31,22,-5,112,117,18,16.1,3,51,16.7,0,0.0,305,48.4
Ty Dillon,36,31,20,10,36,30,-9,52,61,9,17.3,0,11,3.6,0,0.0,305,34.0
Daniel Suarez,11,34,21,11,36,31,-14,42,56,2,4.8,0,1,0.3,0,0.0,305,41.2
Kaz Grala,35,29,22,11,36,29,-13,81,94,0,0.0,7,2,0.7,0,0.0,305,42.3
Corey LaJoie,26,5,23,3,31,21,-15,72,87,18,25.0,0,38,12.5,0,0.0,305,57.5
Denny Hamlin,14,1,24,1,28,8,-10,79,89,58,73.4,23,269,88.2,43,14.1,305,91.3
Ryan Blaney,2,8,25,1,29,6,6,64,58,50,78.1,13,291,95.4,0,0.0,305,96.1
William Byron,3,15,26,3,28,17,-27,109,136,25,22.9,3,115,37.7,0,0.0,305,63.3
Noah Gragson,21,21,27,4,29,19,4,102,98,30,29.4,0,86,28.2,0,0.0,305,54.5
Brad Keselowski,9,23,28,2,29,21,-24,107,131,17,15.9,7,44,14.4,0,0.0,305,60.9
Justin Haley,24,17,29,2,29,15,-9,105,114,52,49.5,4,136,44.6,0,0.0,305,62.3
Zane Smith,34,32,30,30,36,33,-4,25,29,0,0.0,0,0,0.0,0,0.0,304,32.2
Daniel Hemric,33,35,31,30,36,33,-4,10,14,0,0.0,0,0,0.0,0,0.0,303,28.3
Joey Logano,6,2,32,1,35,15,-16,32,48,23,71.9,7,191,63.2,0,0.0,302,91.4
Austin Dillon,22,28,33,15,33,27,2,87,85,0,0.0,0,2,0.7,0,0.0,268,37.7
Bubba Wallace,17,11,34,7,28,18,-11,98,109,27,27.6,5,134,50.6,0,0.0,265,64.8
Kyle Busch,30,30,35,20,36,32,1,36,35,0,0.0,1,0,0.0,0,0.0,222,45.1
Alex Bowman,5,36,36,3,19,24,-11,32,43,16,50.0,1,132,93.0,0,0.0,142,59.5
