Leader,From Lap,To Lap,# Of Laps
Chase Elliott,1,41,41
Christopher Bell,42,125,84
Todd Gilliland,126,144,19
Denny Hamlin,145,187,43
Christopher Bell,188,188,1
Tyler Reddick,189,241,53
Christopher Bell,242,305,64
