Pos,St,#,Driver,Sponsor / Owner,Car,Laps,Status,Led,Pts,PPts
1,4,20,Christopher Bell,Rheem   (Joe Gibbs),Toyota,305,running,149,57,6
2,23,14,Chase Briscoe,Zep   (Stewart Haas Racing),Ford,305,running,0,35,0
3,10,4,Josh Berry,"Miner DOCKS, DOORS, AND MORE.   (Stewart Haas Racing)",Ford,305,running,0,43,0
4,19,5,Kyle Larson,HendrickCars.com   (Rick Hendrick),Chevrolet,305,running,0,37,0
5,15,17,Chris Buescher,Fastenal   (Jack Roush),Ford,305,running,0,32,0
6,12,45,Tyler Reddick,SiriusXM   (23XI Racing),Toyota,305,running,53,33,0
7,13,47,Ricky Stenhouse Jr,Kroger/Kleenex 100 Years   (JTG-Daugherty Racing),Chevrolet,305,running,0,30,0
8,28,42,John H. Nemechek,Family Dollar   (Legacy Motor Club),Toyota,305,running,0,29,0
9,7,19,Martin Truex Jr,Reser's Fine Foods   (Joe Gibbs),Toyota,305,running,0,42,0
10,8,1,Ross Chastain,Kubota   (Trackhouse Racing),Chevrolet,305,running,0,31,0
11,31,41,Ryan Preece,Mohawk Northeast   (Stewart Haas Racing),Ford,305,running,0,26,0
12,16,38,Todd Gilliland,Grillo's Pickles   (Bob Jenkins),Ford,305,running,19,30,0
13,32,43,Erik Jones,Dollar Tree   (Legacy Motor Club),Toyota,305,running,0,24,0
14,27,21,Harrison Burton,Motorcraft  Quick Lane   (Wood Brothers),Ford,305,running,0,23,0
15,25,34,Michael McDowell,LONG JOHN SILVER'S   (Bob Jenkins),Ford,305,running,0,22,0
16,18,54,Ty Gibbs,Monster Energy   (Joe Gibbs),Toyota,305,running,0,21,0
17,20,77,Carson Hocevar,Delaware Life   (Spire Motorsports),Chevrolet,305,running,0,20,0
18,1,9,Chase Elliott,NAPA Auto Parts   (Rick Hendrick),Chevrolet,305,running,41,29,0
19,29,2,Austin Cindric,AutoTrader   (Roger Penske),Ford,305,running,0,18,0
20,36,16,Ty Dillon,Car Bravo   (Matthew Kaulig),Chevrolet,305,running,0,0,0
21,11,99,Daniel Suarez,Choice Privileges   (Trackhouse Racing),Chevrolet,305,running,0,16,0
22,35,15,Kaz Grala,MEAT N' BONE   (Rick Ware),Ford,305,running,0,15,0
23,26,7,Corey LaJoie,Schluter Systems   (Spire Motorsports),Chevrolet,305,running,0,14,0
24,14,11,Denny Hamlin,Yahoo!   (Joe Gibbs),Toyota,305,running,43,27,1
25,2,12,Ryan Blaney,Menards  Dutch Boy   (Roger Penske),Ford,305,running,0,25,0
26,3,24,William Byron,Valvoline   (Rick Hendrick),Chevrolet,305,running,0,11,0
27,21,10,Noah Gragson,Overstock.com   (Stewart Haas Racing),Ford,305,running,0,10,0
28,9,6,Brad Keselowski,BuildSubmarines.com   (Jack Roush),Ford,305,running,0,9,0
29,24,51,Justin Haley,Fraternal Order of Eagles   (Rick Ware),Ford,305,running,0,8,0
30,34,71,Zane Smith,Focused Health   (Spire Motorsports),Chevrolet,304,running,0,7,0
31,33,31,Daniel Hemric,Poppy Bank   (Matthew Kaulig),Chevrolet,303,running,0,6,0
32,6,22,Joey Logano,Hunt Brothers Pizza   (Roger Penske),Ford,302,running,0,22,0
33,22,3,Austin Dillon,Bass Pro Shops   (Richard Childress),Chevrolet,268,crash,0,4,0
34,17,23,Bubba Wallace,DraftKings   (23XI Racing),Toyota,265,crash,0,3,0
35,30,8,Kyle Busch,FICO   (Richard Childress),Chevrolet,222,crash,0,2,0
36,5,48,Alex Bowman,Ally   (Rick Hendrick),Chevrolet,142,engine,0,2,0
