Leader,From Lap,To Lap,# Of Laps
Joey Logano,1,14,14
Denny Hamlin,15,15,1
Joey Logano,16,19,4
Denny Hamlin,20,22,3
Kevin Harvick,23,43,21
Denny Hamlin,44,49,6
Ryan Blaney,50,76,27
Kevin Harvick,77,106,30
J.J. Yeley,107,107,1
Kyle Busch,108,111,4
Kevin Harvick,112,138,27
Chase Elliott,139,147,9
Kevin Harvick,148,161,14
