Pos,St,#,Driver,Sponsor / Owner,Car,Laps,Status,Led,Pts,PPts
1,1,9,Chase Elliott,NAPA Auto Parts   (Rick Hendrick),Chevrolet,312,running,153,40,5
2,3,2,Brad Keselowski,Discount Tire   (Roger Penske),Ford,312,running,16,35,1
3,2,22,Joey Logano,Shell / Pennzoil   (Roger Penske),Ford,312,running,125,34,1
4,4,11,Denny Hamlin,FedEx   (Joe Gibbs),Toyota,312,running,0,33,0
5,26,48,Jimmie Johnson,Ally / #OneFinalTime   (Rick Hendrick),Chevrolet,312,running,4,37,0
6,5,12,Ryan Blaney,Menards / Moen   (Roger Penske),Ford,312,running,1,43,0
7,11,4,Kevin Harvick,Busch Light   (Stewart Haas Racing),Ford,312,running,0,30,0
8,12,21,Matt DiBenedetto,Motorcraft / Quick Lane   (Wood Brothers),Ford,312,running,1,32,0
9,25,24,William Byron,Axalta   (Rick Hendrick),Chevrolet,312,running,0,29,0
10,13,19,Martin Truex Jr,Bass Pro Shops / Tracker Boats & ATVs   (Joe Gibbs),Toyota,312,running,0,27,0
11,8,18,Kyle Busch,M&M's   (Joe Gibbs),Toyota,312,running,0,34,0
12,7,1,Kurt Busch,Monster Energy   (Chip Ganassi),Chevrolet,312,running,4,31,0
13,10,10,Aric Almirola,Smithfield   (Stewart Haas Racing),Ford,311,running,7,24,0
14,9,14,Clint Bowyer,Rush Truck Centers / Haas CNC   (Stewart Haas Racing),Ford,311,running,0,26,0
15,23,43,Bubba Wallace,Door Dash   (Richard Petty Motorsports),Chevrolet,311,running,0,22,0
16,6,88,Alex Bowman,ChevyGoods.com / Truck Hero   (Rick Hendrick),Chevrolet,311,running,0,25,0
17,17,95,Christopher Bell,Rheem / Smurfit Kappa   (Leavine Family Racing),Toyota,311,running,0,20,0
18,18,3,Austin Dillon,Dow   (Richard Childress),Chevrolet,311,running,0,19,0
19,21,8,Tyler Reddick,I Am Second   (Richard Childress),Chevrolet,311,running,0,18,0
20,31,17,Chris Buescher,Fastenal / DeWalt   (Jack Roush),Ford,311,running,0,17,0
21,22,13,Ty Dillon,GEICO   (Germain Racing),Chevrolet,311,running,0,16,0
22,14,20,Erik Jones,DeWalt Atomic   (Joe Gibbs),Toyota,311,running,0,15,0
23,29,34,Michael McDowell,Love's Travel Stops / Luber Finer   (Bob Jenkins),Ford,311,running,0,14,0
24,19,6,Ryan Newman,Guaranteed Rate   (Jack Roush),Ford,311,running,0,13,0
25,16,42,Matt Kenseth,Credit One Bank   (Chip Ganassi),Chevrolet,311,running,0,12,0
26,27,38,John H. Nemechek,Fire Alarm Services   (Bob Jenkins),Ford,311,running,0,11,0
27,20,47,Ricky Stenhouse Jr,Kroger / Downy Defy Damage   (JTG-Daugherty Racing),Chevrolet,310,running,1,10,0
28,15,41,Cole Custer,HaasTooling.com   (Stewart Haas Racing),Ford,310,running,0,9,0
29,35,15,Brennan Poole,Goettl Air Conditioning & Plumbing   (Rick Ware),Chevrolet,309,running,0,8,0
30,32,27,J.J. Yeley,Fat Boy Ice Cream   (Rick Ware),Chevrolet,306,running,0,0,0
31,30,96,Daniel Suarez,Peacock TV - Can't Not Watch   (Gaunt Brothers),Toyota,306,running,0,6,0
32,37,51,Joey Gase,Donate Life Arizona   (Rick Ware),Ford,302,running,0,0,0
33,36,53,James Davison,Hopegivers   (Rick Ware),Ford,302,running,0,4,0
34,24,37,Ryan Preece,Honey Nut Cheerios   (JTG-Daugherty Racing),Chevrolet,299,running,0,3,0
35,38,77,Josh Bilicki,RacingForTheTruth.com   (Spire Motorsports),Chevrolet,296,running,0,0,0
36,33,66,Timmy Hill,RoofClaim.com   (Carl Long),Toyota,288,running,0,0,0
37,39,7,Garrett Smithley,"Victory Lane Oil Change / Kendall Oil   (Tommy Baldwin, Jr.)",Chevrolet,261,rear end,0,0,0
38,28,32,Corey LaJoie,Pala Casino   (Archie St. Hilaire),Ford,215,suspension,0,1,0
39,34,00,Quin Houff,Creek Enterprises   (StarCom Racing),Chevrolet,149,handling,0,1,0
