Pos,St,#,Driver,Sponsor / Owner,Car,Laps,Status,Led,Pts,PPts
1,10,11,Denny Hamlin,FedEx Freight   (Joe Gibbs),Toyota,267,running,57,56,5
2,7,2,Brad Keselowski,"Wabash National ""Thank You Truckers""   (Roger Penske)",Ford,267,running,30,51,1
3,5,19,Martin Truex Jr,Auto Owners Insurance   (Joe Gibbs),Toyota,267,running,44,45,0
4,1,4,Kevin Harvick,Busch Light Apple   (Stewart Haas Racing),Ford,267,running,9,42,0
5,21,20,Erik Jones,Reser's Fine Foods   (Joe Gibbs),Toyota,267,running,0,37,0
6,3,10,Aric Almirola,Smithfield Hometown Original   (Stewart Haas Racing),Ford,267,running,0,42,0
7,24,41,Cole Custer,HaasTooling.com   (Stewart Haas Racing),Ford,267,running,0,30,0
8,6,88,Alex Bowman,ChevyGoods.com / Adam's Polishes   (Rick Hendrick),Chevrolet,267,running,6,31,0
9,9,1,Kurt Busch,Monster Energy   (Chip Ganassi),Chevrolet,267,running,0,28,0
10,15,24,William Byron,Axalta   (Rick Hendrick),Chevrolet,267,running,27,27,0
11,8,18,Kyle Busch,M&M's Fudge Brownie   (Joe Gibbs),Toyota,267,running,52,42,1
12,11,9,Chase Elliott,NAPA Auto Parts   (Rick Hendrick),Chevrolet,267,running,0,26,0
13,23,8,Tyler Reddick,I Am Second   (Richard Childress),Chevrolet,267,running,0,29,0
14,19,14,Clint Bowyer,One Cure   (Stewart Haas Racing),Ford,267,running,0,23,0
15,36,13,Ty Dillon,GEICO   (Germain Racing),Chevrolet,267,running,0,22,0
16,27,34,Michael McDowell,Dockside Logistics   (Bob Jenkins),Ford,267,running,0,21,0
17,14,42,Matt Kenseth,McDonald's McDelivery   (Chip Ganassi),Chevrolet,267,running,0,20,0
18,37,96,Daniel Suarez,Toyota Certified Used Vehicles   (Gaunt Brothers),Toyota,267,running,0,19,0
19,30,38,John H. Nemechek,Digital Ally Body Cameras   (Bob Jenkins),Ford,266,running,0,18,0
20,4,12,Ryan Blaney,Dex Imaging   (Roger Penske),Ford,266,running,15,33,0
21,31,32,Corey LaJoie,Plan B Sales   (Archie St. Hilaire),Ford,266,running,0,16,0
22,28,27,J.J. Yeley,Rick Ware,Ford,265,running,0,0,0
23,22,95,Christopher Bell,Rheem   (Leavine Family Racing),Toyota,264,running,0,14,0
24,32,00,Quin Houff,Creek Enterprise   (StarCom Racing),Chevrolet,260,running,0,13,0
25,33,53,Josh Bilicki,RBR Aviation / Junction Fuels   (Rick Ware),Chevrolet,260,running,0,0,0
26,26,77,Garrett Smithley,Formula One Imports   (Spire Motorsports),Chevrolet,260,running,0,0,0
27,16,3,Austin Dillon,American Ethanol   (Richard Childress),Chevrolet,251,running,0,10,0
28,18,6,Ryan Newman,Wyndham Rewards   (Jack Roush),Ford,251,running,0,9,0
29,34,51,Joey Gase,Page Construction   (Rick Ware),Ford,251,running,0,0,0
30,29,15,Brennan Poole,Spartan Mosquito   (Rick Ware),Chevrolet,219,running,0,7,0
31,39,7,Reed Sorenson,"Wilkerson Crane & Rental   (Tommy Baldwin, Jr.)",Chevrolet,216,electrical,0,6,0
32,20,48,Jimmie Johnson,Ally   (Rick Hendrick),Chevrolet,200,dvp,0,7,0
33,13,17,Chris Buescher,Fifth Third Bank   (Jack Roush),Ford,182,crash,0,4,0
34,35,37,Ryan Preece,Bush's Beans   (JTG-Daugherty Racing),Chevrolet,181,crash,0,3,0
35,2,22,Joey Logano,Shell / Pennzoil   (Roger Penske),Ford,176,crash,27,2,0
36,12,21,Matt DiBenedetto,Menards / Dutch Boy   (Wood Brothers),Ford,175,crash,0,1,0
37,17,43,Bubba Wallace,Victory Junction   (Richard Petty Motorsports),Chevrolet,170,crash,0,1,0
38,38,66,Timmy Hill,RoofClaim.com   (Carl Long),Toyota,116,electrical,0,0,0
39,40,78,B.J. McLeod,Axele.com   (B.J. McLeod),Chevrolet,66,rear gear,0,0,0
40,25,47,Ricky Stenhouse Jr,Kroger / Oscar Mayer / Ball Park / NOS   (JTG-Daugherty Racing),Chevrolet,58,electrical,0,1,0
