Pos,St,#,Driver,Sponsor / Owner,Car,Laps,Status,Led,Pts,PPts
1,1,11,Denny Hamlin,FedEx Ground   (Joe Gibbs),Toyota,413,running,15,42,5
2,4,18,Kyle Busch,M&M's Red White & Blue   (Joe Gibbs),Toyota,413,running,36,35,0
3,18,4,Kevin Harvick,Mobil 1   (Stewart Haas Racing),Ford,413,running,0,38,0
4,15,14,Chase Briscoe,Mahindra Tractors   (Stewart Haas Racing),Ford,413,running,2,49,0
5,3,20,Christopher Bell,Yahoo!   (Joe Gibbs),Toyota,413,running,0,41,0
6,8,8,Tyler Reddick,Cheddar's Scratch Kitchen   (Richard Childress),Chevrolet,413,running,19,50,0
7,29,47,Ricky Stenhouse Jr,Kroger / Reese's   (JTG-Daugherty Racing),Chevrolet,413,running,0,40,0
8,10,34,Michael McDowell,Fr8Auctions.com   (Bob Jenkins),Ford,413,running,0,29,0
9,36,5,Kyle Larson,HendrickCars.com   (Rick Hendrick),Chevrolet,413,running,51,36,0
10,9,48,Alex Bowman,Ally Patriotic   (Rick Hendrick),Chevrolet,413,running,0,29,0
11,17,21,Harrison Burton,Motorcraft  Quick Lane   (Wood Brothers),Ford,413,running,0,26,0
12,14,19,Martin Truex Jr,Bass Pro Shops Red White & Blue   (Joe Gibbs),Toyota,413,running,0,30,0
13,28,42,Ty Dillon,Black Rifle Coffee Co.   (Petty GMS Motorsports),Chevrolet,413,running,0,24,0
14,25,43,Erik Jones,Focus Factor   (Petty GMS Motorsports),Chevrolet,413,running,0,31,0
15,22,1,Ross Chastain,Advent Health   (Trackhouse Racing),Chevrolet,413,running,153,48,1
16,30,38,Todd Gilliland,Boot Barn   (Bob Jenkins),Ford,413,running,0,21,0
17,24,10,Aric Almirola,Smithfield   (Stewart Haas Racing),Ford,412,running,0,20,0
18,33,51,Cody Ware,Nurtec ODT Military Salutes   (Rick Ware),Ford,412,running,0,19,0
19,31,78,B.J. McLeod,Circle B Diecast   (B.J. McLeod),Ford,407,running,0,18,0
20,23,22,Joey Logano,Shell / Pennzoil   (Roger Penske),Ford,405,crash,9,27,0
21,21,41,Cole Custer,Chicken Cock Whiskey   (Stewart Haas Racing),Ford,405,crash,0,20,0
22,16,3,Austin Dillon,Bass Pro Shops / Tracker Boats   (Richard Childress),Chevrolet,405,crash,0,17,0
23,34,50,Kaz Grala,SEGI TV   (TMT Racing),Chevrolet,400,running,0,0,0
24,27,16,Noah Gragson,Charlotte Knights   (Matthew Kaulig),Chevrolet,386,throttle,0,0,0
25,12,99,Daniel Suarez,CommScope   (Trackhouse Racing),Chevrolet,346,crash,36,28,1
26,19,17,Chris Buescher,Fifth Third Bank   (Jack Roush),Ford,346,crash,0,14,0
27,20,31,Justin Haley,Leaf Filter Gutter Protection   (Matthew Kaulig),Chevrolet,343,engine,0,10,0
28,7,23,Bubba Wallace,McDonald's   (23XI Racing),Toyota,200,dvp,1,15,0
29,11,12,Ryan Blaney,Body Armor Edge   (Roger Penske),Ford,195,crash,2,13,0
30,35,6,Brad Keselowski,Kohler Generators   (Jack Roush),Ford,193,crash,0,7,0
31,2,45,Kurt Busch,Monster Energy   (23XI Racing),Toyota,191,crash,2,6,0
32,5,24,William Byron,Liberty University Patriotic   (Rick Hendrick),Chevrolet,191,crash,1,5,0
33,13,9,Chase Elliott,NAPA   (Rick Hendrick),Chevrolet,188,dvp,86,14,1
34,6,2,Austin Cindric,Menards / Cardell Cabinetry   (Roger Penske),Ford,145,crash,0,3,0
35,37,7,Corey LaJoie,The USO / Coca-Cola   (Spire Motorsports),Chevrolet,60,crash,0,2,0
36,32,77,Josh Bilicki,Zeigler Auto Group   (Spire Motorsports),Chevrolet,31,crash,0,0,0
37,26,15,Ryan Preece,Hunt Brothers Pizza   (Rick Ware),Ford,16,dvp,0,0,0
