Pos,St,#,Driver,Sponsor / Owner,Car,Laps,Status,Led,Pts,PPts
1,16,11,Denny Hamlin,"FedEx ""Delivering Strength""   (Joe Gibbs)",Toyota,208,running,12,47,5
2,26,18,Kyle Busch,M&M's Fudge Brownie   (Joe Gibbs),Toyota,208,running,0,35,0
3,20,4,Kevin Harvick,Mobil 1   (Stewart Haas Racing),Ford,208,running,10,40,0
4,8,2,Brad Keselowski,Pirtek   (Roger Penske),Ford,208,running,7,33,0
5,13,20,Erik Jones,Stanley Tools   (Joe Gibbs),Toyota,208,running,27,39,0
6,3,22,Joey Logano,Shell / Pennzoil   (Roger Penske),Ford,208,running,19,39,0
7,9,10,Aric Almirola,Smithfield #GoodFoodChallenge   (Stewart Haas Racing),Ford,208,running,0,35,0
8,37,48,Jimmie Johnson,Ally   (Rick Hendrick),Chevrolet,208,running,0,29,0
9,7,21,Matt DiBenedetto,Motorcraft / Quick Lane   (Wood Brothers),Ford,208,running,0,29,0
10,15,19,Martin Truex Jr,Bass Pro Shops / Tracker Boats & ATVs   (Joe Gibbs),Toyota,208,running,16,44,0
11,24,95,Christopher Bell,Procore   (Leavine Family Racing),Toyota,208,running,0,26,0
12,34,24,William Byron,Axalta   (Rick Hendrick),Chevrolet,208,running,0,30,0
13,14,8,Tyler Reddick,"Caterpillar ""Thank You""   (Richard Childress)",Chevrolet,208,running,0,24,0
14,6,6,Ryan Newman,Oscar Mayer Hot Dogs   (Jack Roush),Ford,208,running,5,23,0
15,18,1,Kurt Busch,Monster Energy   (Chip Ganassi),Chevrolet,208,running,0,22,0
16,21,43,Bubba Wallace,Victory Junction   (Richard Petty Motorsports),Chevrolet,208,running,3,21,0
17,23,34,Michael McDowell,CarParts.com   (Bob Jenkins),Ford,208,running,0,20,0
18,19,88,Alex Bowman,ChevyGoods.com / NOCO   (Rick Hendrick),Chevrolet,208,running,0,29,0
19,2,13,Ty Dillon,"GEICO ""Hump Day""   (Germain Racing)",Chevrolet,208,running,8,18,0
20,10,3,Austin Dillon,Dow / Keep America Beautiful   (Richard Childress),Chevrolet,208,running,0,17,0
21,5,12,Ryan Blaney,Menards / Moen   (Roger Penske),Ford,208,running,0,24,0
22,4,14,Clint Bowyer,Rush / Mobil Delvac 1   (Stewart Haas Racing),Ford,208,running,71,35,2
23,32,17,Chris Buescher,Fifth Third Bank   (Jack Roush),Ford,208,running,0,14,0
24,31,32,Corey LaJoie,"Keen Parts ""Thank a Hero""   (Archie St. Hilaire)",Ford,207,running,0,13,0
25,39,47,Ricky Stenhouse Jr,Kroger / Nature Valley / Hershey's   (JTG-Daugherty Racing),Chevrolet,207,running,0,12,0
26,35,00,Quin Houff,Good Greek Moving & Storage   (StarCom Racing),Chevrolet,207,running,0,11,0
27,25,96,Daniel Suarez,Today. Tomorrow. Toyota.   (Gaunt Brothers),Toyota,207,running,1,10,0
28,29,77,J.J. Yeley,Bon Secours #TheRealHeroes   (Spire Motorsports),Chevrolet,207,running,0,0,0
29,30,51,Joey Gase,Agri Supply   (Rick Ware),Ford,207,running,0,0,0
30,11,42,Matt Kenseth,Credit One Bank   (Chip Ganassi),Chevrolet,206,running,0,9,0
31,22,41,Cole Custer,HaasTooling.com   (Stewart Haas Racing),Ford,206,running,0,6,0
32,28,27,Gray Gaulding,Panini America   (Rick Ware),Ford,206,running,0,5,0
33,33,66,Timmy Hill,RoofClaim.com   (Carl Long),Toyota,204,running,0,0,0
34,36,53,Garrett Smithley,Trophy Tractor   (Rick Ware),Chevrolet,204,running,0,3,0
35,12,38,John H. Nemechek,Scag Power Equipment   (Bob Jenkins),Ford,202,running,0,2,0
36,38,78,B.J. McLeod,Christensen Arms   (B.J. McLeod),Chevrolet,202,running,0,0,0
37,27,15,Brennan Poole,Spartan Mosquito Pro Tech   (Rick Ware),Chevrolet,201,transmission,1,1,0
38,17,9,Chase Elliott,NAPA Auto Parts   (Rick Hendrick),Chevrolet,200,crash,28,14,0
39,1,37,Ryan Preece,New Tide Power Pods   (JTG-Daugherty Racing),Chevrolet,69,engine,0,2,0
