Pos,St,#,Driver,Sponsor / Owner,Car,Laps,Status,Led,Pts,PPts
1,2,11,Denny Hamlin,FedEx Freight Direct   (Joe Gibbs),Toyota,500,running,142,47,5
2,36,5,Kyle Larson,Valvoline / HendrickCars.com   (Rick Hendrick),Chevrolet,500,running,20,46,0
3,1,20,Christopher Bell,Reser's Fine Foods   (Joe Gibbs),Toyota,500,running,187,54,2
4,20,17,Chris Buescher,BuildSubmarines.com   (Jack Roush),Ford,500,running,1,37,0
5,8,54,Ty Gibbs,Monster Energy   (Joe Gibbs),Toyota,500,running,102,42,0
6,4,34,Michael McDowell,Love's / Delo   (Bob Jenkins),Ford,500,running,0,36,0
7,7,9,Chase Elliott,NAPA Gold Filters   (Rick Hendrick),Chevrolet,500,running,0,31,0
8,6,6,Brad Keselowski,Castrol Edge   (Jack Roush),Ford,500,running,0,33,0
9,3,24,William Byron,Relay Payments   (Rick Hendrick),Chevrolet,500,running,0,38,0
10,25,47,Ricky Stenhouse Jr,Scott Brand   (JTG-Daugherty Racing),Chevrolet,500,running,0,27,0
11,16,42,Carson Hocevar,Sunseeker Resort   (Legacy Motor Club),Chevrolet,499,running,0,0,0
12,17,41,Ryan Preece,Operating Engineers   (Stewart Haas Racing),Ford,499,running,0,27,0
13,13,48,Alex Bowman,Ally   (Rick Hendrick),Chevrolet,499,running,0,24,0
14,9,23,Bubba Wallace,Columbia Sportswear Company   (23XI Racing),Toyota,499,running,0,31,0
15,12,45,Tyler Reddick,Jordan Brand   (23XI Racing),Toyota,499,running,0,28,0
16,30,38,Todd Gilliland,Speedy Cash   (Bob Jenkins),Ford,499,running,0,21,0
17,18,3,Austin Dillon,Bass Pro Shops   (Richard Childress),Chevrolet,499,running,0,20,0
18,26,10,Aric Almirola,Smithfield / IHOP   (Stewart Haas Racing),Ford,499,running,0,19,0
19,5,19,Martin Truex Jr,Bass Pro Shops   (Joe Gibbs),Toyota,498,running,0,20,0
20,15,8,Kyle Busch,Cheddar's / ALSCO Uniforms   (Richard Childress),Chevrolet,498,running,0,17,0
21,24,99,Daniel Suarez,Aerial Recovery   (Trackhouse Racing),Chevrolet,498,running,0,16,0
22,11,12,Ryan Blaney,Advance Auto Parts   (Roger Penske),Ford,498,running,0,15,0
23,23,1,Ross Chastain,Worldwide Express   (Trackhouse Racing),Chevrolet,498,running,0,19,0
24,31,43,Erik Jones,U.S. Air Force   (Legacy Motor Club),Chevrolet,497,running,0,13,0
25,10,7,Corey LaJoie,NEGU   (Spire Motorsports),Chevrolet,497,running,48,21,0
26,35,15,J.J. Yeley,Steakhouse Elite Burgers   (Rick Ware),Ford,495,running,0,0,0
27,14,14,Chase Briscoe,Rush Truck Centers / Cummins   (Stewart Haas Racing),Ford,495,running,0,10,0
28,32,21,Harrison Burton,Motorcraft/Quick Lane   (Wood Brothers),Ford,495,running,0,9,0
29,21,4,Kevin Harvick,Gearwrench   (Stewart Haas Racing),Ford,495,running,0,8,0
30,22,16,A.J. Allmendinger,Barger Precast   (Matthew Kaulig),Chevrolet,491,running,0,7,0
31,34,78,B.J. McLeod,FREEDOMWORKSHERE.COM	   (B.J. McLeod),Chevrolet,490,running,0,0,0
32,29,2,Austin Cindric,Menards  Monster   (Roger Penske),Ford,488,running,0,5,0
33,33,77,Ty Dillon,Gainbridge   (Spire Motorsports),Chevrolet,263,crash,0,4,0
34,28,22,Joey Logano,Shell Pennzoil   (Roger Penske),Ford,262,crash,0,3,0
35,19,31,Justin Haley,Mountain Dew	   (Matthew Kaulig),Chevrolet,261,crash,0,2,0
36,27,51,Ryan Newman,Biohaven/Jacob Co.   (Rick Ware),Ford,260,crash,0,1,0
