Pos,St,#,Driver,Sponsor / Owner,Car,Laps,Status,Led,Pts,PPts
1,7,19,Martin Truex Jr,Bass Pro Shops / Tracker Boats & ATVs   (Joe Gibbs),Toyota,500,running,20,56,5
2,5,9,Chase Elliott,NAPA Auto Parts   (Rick Hendrick),Chevrolet,500,running,0,49,0
3,2,11,Denny Hamlin,FedEx Office   (Joe Gibbs),Toyota,500,running,276,52,0
4,3,24,William Byron,Liberty University   (Rick Hendrick),Chevrolet,500,running,9,42,0
5,19,5,Kyle Larson,Hendrickcars.com   (Rick Hendrick),Chevrolet,500,running,0,38,0
6,1,22,Joey Logano,Shell / Pennzoil   (Roger Penske),Ford,500,running,6,33,0
7,23,20,Christopher Bell,Toyota   (Joe Gibbs),Toyota,500,running,9,31,0
8,13,8,Tyler Reddick,Childress Vineyards   (Richard Childress),Chevrolet,500,running,0,32,0
9,9,4,Kevin Harvick,Busch NA   (Stewart Haas Racing),Ford,500,running,0,28,0
10,12,18,Kyle Busch,Snickers Peanut Brownie Squares   (Joe Gibbs),Toyota,500,running,0,29,0
11,4,12,Ryan Blaney,Menards / Pennzoil   (Roger Penske),Ford,500,running,157,46,2
12,22,21,Matt DiBenedetto,Motorcraft / Quick Lane   (Wood Brothers),Ford,500,running,0,25,0
13,15,17,Chris Buescher,Fastenal / Georgia-Pacific   (Jack Roush),Ford,500,running,0,24,0
14,18,3,Austin Dillon,American Ethanol   (Richard Childress),Chevrolet,500,running,0,23,0
15,6,47,Ricky Stenhouse Jr,Kroger / Crest   (JTG-Daugherty Racing),Chevrolet,500,running,0,22,0
16,25,23,Bubba Wallace,Door Dash   (23XI Racing),Toyota,500,running,23,21,0
17,27,42,Ross Chastain,Chevrolet Accessories   (Chip Ganassi),Chevrolet,500,running,0,20,0
18,26,41,Cole Custer,HaasTooling.com   (Stewart Haas Racing),Ford,500,running,0,19,0
19,8,6,Ryan Newman,Guaranteed Rate   (Jack Roush),Ford,499,running,0,18,0
20,31,10,Aric Almirola,Smithfield Anytime Favorites   (Stewart Haas Racing),Ford,499,running,0,17,0
21,21,1,Kurt Busch,Gear Wrench   (Chip Ganassi),Chevrolet,498,running,0,17,0
22,37,15,James Davison,Jacob Companies   (Rick Ware),Chevrolet,494,running,0,15,0
23,33,52,Josh Bilicki,Insurance King   (Rick Ware),Ford,493,running,0,14,0
24,29,00,Quin Houff,Gardner Marsh   (StarCom Racing),Chevrolet,493,running,0,13,0
25,28,53,J.J. Yeley,Fatboy Ice Cream   (Rick Ware),Chevrolet,492,running,0,0,0
26,35,38,Anthony Alfredo,iRacing   (Bob Jenkins),Ford,492,running,0,11,0
27,24,14,Chase Briscoe,Rush Truck Centers   (Stewart Haas Racing),Ford,491,running,0,10,0
28,32,51,Cody Ware,Nurtec ODT   (Rick Ware),Chevrolet,490,running,0,0,0
29,36,78,B.J. McLeod,CorvetteParts.net   (B.J. McLeod),Ford,478,running,0,0,0
30,16,43,Erik Jones,Petty's Garage   (Richard Petty Motorsports),Chevrolet,403,rear gear,0,7,0
31,14,34,Michael McDowell,FR8 Auctions   (Bob Jenkins),Ford,387,crash,0,6,0
32,11,99,Daniel Suarez,Camping World   (Trackhouse Racing),Chevrolet,386,crash,0,-5,0
33,10,2,Brad Keselowski,Auto Trader   (Roger Penske),Ford,385,crash,0,12,0
34,20,48,Alex Bowman,Ally   (Rick Hendrick),Chevrolet,384,crash,0,13,0
35,30,77,Justin Haley,Diamond Creek Water   (Spire Motorsports),Chevrolet,383,crash,0,0,0
36,17,37,Ryan Preece,Louisiana Hot Sauce   (JTG-Daugherty Racing),Chevrolet,382,crash,0,1,0
37,34,7,Corey LaJoie,Ark.io   (Spire Motorsports),Chevrolet,374,crash,0,1,0
