Pos,St,#,Driver,Sponsor / Owner,Car,Laps,Status,Led,Pts,PPts
1,1,4,Kevin Harvick,Busch Beer / Ducks Unlimited   (Stewart Haas Racing),Ford,334,running,119,55,6
2,6,10,Aric Almirola,Smithfield   (Stewart Haas Racing),Ford,334,running,62,45,1
3,7,41,Daniel Suarez,Walmart Family Mobile   (Stewart Haas Racing),Ford,334,running,25,37,0
4,11,22,Joey Logano,AAA Insurance   (Roger Penske),Ford,334,running,5,39,0
5,5,88,Alex Bowman,Valvoline   (Rick Hendrick),Chevrolet,334,running,11,43,0
6,17,19,Martin Truex Jr,Bass Pro Shops / Tracker ATVs & Boats   (Joe Gibbs),Toyota,334,running,0,31,0
7,12,18,Kyle Busch,M&M's   (Joe Gibbs),Toyota,334,running,18,38,0
8,15,12,Ryan Blaney,Wabash National / Supreme   (Roger Penske),Ford,334,running,0,31,0
9,4,1,Kurt Busch,Monster Energy   (Chip Ganassi),Chevrolet,334,running,1,32,0
10,2,20,Erik Jones,Sport Clips   (Joe Gibbs),Toyota,334,running,9,36,0
11,24,14,Clint Bowyer,Mobil 1 / Rush Truck Centers   (Stewart Haas Racing),Ford,334,running,36,35,0
12,13,42,Kyle Larson,McDonald's   (Chip Ganassi),Chevrolet,334,running,0,40,0
13,21,3,Austin Dillon,Rig Up   (Richard Childress),Chevrolet,334,running,0,29,0
14,10,95,Matt DiBenedetto,Procore   (Leavine Family Racing),Toyota,334,running,0,23,0
15,25,6,Ryan Newman,Roush Performance / Acronis   (Jack Roush),Ford,333,running,0,22,0
16,16,8,Daniel Hemric,CAT Dozers   (Richard Childress),Chevrolet,333,running,0,22,0
17,18,24,William Byron,Axalta / Service King Collision   (Rick Hendrick),Chevrolet,333,running,8,21,0
18,19,13,Ty Dillon,GEICO Military   (Germain Racing),Chevrolet,333,running,0,19,0
19,20,37,Chris Buescher,Slim Jim / Skinner / Bush's Beans   (JTG-Daugherty Racing),Chevrolet,333,running,0,18,0
20,31,21,Paul Menard,Menards / Jack Links   (Wood Brothers),Ford,333,running,0,17,0
21,29,36,John H. Nemechek,Speedy Cash   (Bob Jenkins),Ford,333,running,0,0,0
22,30,96,Parker Kligerman,TRD 40th Anniversary   (Gaunt Brothers),Toyota,332,running,0,0,0
23,28,47,Ryan Preece,Kroger / Little Bites / Cheerios   (JTG-Daugherty Racing),Chevrolet,331,running,0,17,0
24,22,43,Bubba Wallace,Covert Auto Group   (Richard Petty Motorsports),Chevrolet,331,running,0,-37,0
25,27,34,Michael McDowell,Love's Travel Stops / Luber Finer   (Bob Jenkins),Ford,329,running,0,12,0
26,34,53,J.J. Yeley,Factor One Source Pharmacy   (Rick Ware),Ford,329,running,0,0,0
27,32,00,Landon Cassill,Pop-A-Lock   (StarCom Racing),Chevrolet,328,running,0,0,0
28,3,11,Denny Hamlin,FedEx Office   (Joe Gibbs),Toyota,328,running,0,9,0
29,38,15,Joe Nemechek,Xchange of America / Southside Bank   (Jay Robinson),Chevrolet,327,running,0,0,0
30,39,51,Josh Bilicki,Jacob Companies   (Rick Ware),Chevrolet,323,running,0,0,0
31,35,27,Ross Chastain,Low-T Center   (Jay Robinson),Chevrolet,319,running,0,0,0
32,14,9,Chase Elliott,NAPA Auto Parts   (Rick Hendrick),Chevrolet,312,running,0,5,0
33,37,77,Quin Houff,Spire Motorsports,Chevrolet,202,hub,0,4,0
34,23,48,Jimmie Johnson,Ally   (Rick Hendrick),Chevrolet,199,dvp,40,11,0
35,26,38,David Ragan,Mystik Lubricants   (Bob Jenkins),Ford,189,crash,0,2,0
36,36,52,Garrett Smithley,Victory Lane / Kendall Oil   (Rick Ware),Ford,188,crash,0,0,0
37,40,66,Timmy Hill,Tex Talk   (Carl Long),Toyota,156,engine,0,0,0
38,33,32,Corey LaJoie,Schluter Systems   (Archie St. Hilaire),Ford,67,crash,0,1,0
39,8,2,Brad Keselowski,Wurth   (Roger Penske),Ford,52,crash,0,1,0
40,9,17,Ricky Stenhouse Jr,Fastenal / Norton Saint-Gobain   (Jack Roush),Ford,52,crash,0,1,0
