Pos,St,#,Driver,Sponsor / Owner,Car,Laps,Status,Led,Pts,PPts
1,7,22,Joey Logano,AutoTrader   (Roger Penske),Ford,266,running,9,47,5
2,30,99,Daniel Suarez,Quaker State   (Trackhouse Racing),Chevrolet,266,running,9,42,0
3,2,12,Ryan Blaney,Dent Wizard   (Roger Penske),Ford,266,running,33,53,1
4,26,20,Christopher Bell,Rheem   (Joe Gibbs),Toyota,266,running,0,34,0
5,11,48,Alex Bowman,Ally   (Rick Hendrick),Chevrolet,266,running,5,48,0
6,23,45,Tyler Reddick,Jordan Brand   (23XI Racing),Toyota,266,running,0,31,0
7,15,8,Kyle Busch,Global Industrial   (Richard Childress),Chevrolet,266,running,24,30,0
8,16,9,Chase Elliott,NAPA/Children's   (Rick Hendrick),Chevrolet,266,running,0,36,0
9,9,24,William Byron,Relay Payments   (Rick Hendrick),Chevrolet,266,running,2,37,0
10,5,2,Austin Cindric,Menards  Quaker State   (Roger Penske),Ford,266,running,92,46,1
11,14,31,Daniel Hemric,Cirkul   (Matthew Kaulig),Chevrolet,266,running,0,26,0
12,29,51,Justin Haley,Grady Health System   (Rick Ware),Ford,266,running,0,25,0
13,18,1,Ross Chastain,Worldwide Express   (Trackhouse Racing),Chevrolet,266,running,13,33,0
14,27,47,Ricky Stenhouse Jr,Kroger/Oscar Mayer/Thomas'   (JTG-Daugherty Racing),Chevrolet,266,running,0,34,0
15,25,7,Corey LaJoie,Gainbridge   (Spire Motorsports),Chevrolet,266,running,0,22,0
16,32,77,Carson Hocevar,Delaware Life   (Spire Motorsports),Chevrolet,266,running,1,21,0
17,20,54,Ty Gibbs,He Gets Us   (Joe Gibbs),Toyota,266,running,37,23,0
18,21,41,Ryan Preece,HaasTooling.com   (Stewart Haas Racing),Ford,266,running,2,19,0
19,19,6,Brad Keselowski,King's Hawaiian   (Jack Roush),Ford,266,running,0,18,0
20,8,3,Austin Dillon,BREZTRI   (Richard Childress),Chevrolet,266,running,0,17,0
21,34,71,Zane Smith,Ambetter Health   (Spire Motorsports),Chevrolet,266,running,0,16,0
22,1,34,Michael McDowell,B'laster Work It Like A Pro   (Bob Jenkins),Ford,266,running,30,15,0
23,37,44,J.J. Yeley,US Aviation Academy   (Johnathan Cohen),Chevrolet,266,running,0,0,0
24,38,11,Denny Hamlin,Mavis Tire   (Joe Gibbs),Toyota,266,running,0,13,0
25,36,78,B.J. McLeod,Delgado Stone   (B.J. McLeod),Chevrolet,266,running,1,0,0
26,33,43,Erik Jones,Dollar Tree   (Legacy Motor Club),Toyota,266,running,0,11,0
27,3,38,Todd Gilliland,Citgard   (Bob Jenkins),Ford,266,running,0,10,0
28,4,4,Josh Berry,Decisely Insurance   (Stewart Haas Racing),Ford,266,running,0,9,0
29,24,23,Bubba Wallace,Leidos   (23XI Racing),Toyota,266,running,8,8,0
30,31,15,Cody Ware,Mighty Fire Breaker   (Rick Ware),Ford,266,running,0,7,0
31,12,21,Harrison Burton,DEX Imaging   (Wood Brothers),Ford,265,crash,0,6,0
32,28,16,Shane Van Gisbergen,Acceptance Insurance   (Matthew Kaulig),Chevrolet,264,running,0,0,0
33,35,42,John H. Nemechek,OLIPOP Ridge Rush   (Legacy Motor Club),Toyota,262,running,0,4,0
34,13,10,Noah Gragson,Overstock.com   (Stewart Haas Racing),Ford,258,crash,0,3,0
35,22,19,Martin Truex Jr,Auto-Owners Insurance   (Joe Gibbs),Toyota,254,suspension,0,4,0
36,17,17,Chris Buescher,Fastenal   (Jack Roush),Ford,205,crash,0,1,0
37,6,5,Kyle Larson,HendrickCars.com   (Rick Hendrick),Chevrolet,55,crash,0,1,0
38,10,14,Chase Briscoe,Mahindra Compact Tractors   (Stewart Haas Racing),Ford,55,crash,0,1,0
