driver_name,start_pos,mid_race_pos,finish_pos,highest_pos,lowest_pos,avg_pos,pass_diff,green_flag_passes,green_flag_times_passed,quality_passes,pct_quality_passes,fastest_lap,top_15_laps,pct_top_15_laps,laps_led,pct_laps_led,total_laps,driver_rating
Joey Logano,7,6,1,1,27,9,-5,339,344,292,86.1,2,238,89.5,9,3.4,266,107.0
Daniel Suarez,30,4,2,1,34,12,45,354,309,247,69.8,6,185,69.5,9,3.4,266,102.1
Ryan Blaney,2,2,3,1,32,6,24,286,262,223,78.0,6,239,89.9,33,12.4,266,119.7
Christopher Bell,26,22,4,4,35,17,51,328,277,133,40.5,10,102,38.3,0,0.0,266,84.6
Alex Bowman,11,3,5,1,14,5,5,356,351,334,93.8,2,266,100.0,5,1.9,266,115.9
Tyler Reddick,23,21,6,6,35,18,38,320,282,120,37.5,4,91,34.2,0,0.0,266,79.2
Kyle Busch,15,13,7,1,26,12,-3,287,290,210,73.2,5,176,66.2,24,9.0,266,92.5
Chase Elliott,16,7,8,3,18,9,9,330,321,311,94.2,5,262,98.5,0,0.0,266,97.2
William Byron,9,5,9,1,14,6,-3,299,302,293,98.0,2,266,100.0,2,0.8,266,104.8
Austin Cindric,5,1,10,1,24,7,5,220,215,154,70.0,5,224,84.2,92,34.6,266,109.7
Daniel Hemric,14,20,11,4,33,20,-2,275,277,31,11.3,7,53,19.9,0,0.0,266,69.2
Justin Haley,29,15,12,1,31,17,17,363,346,141,38.8,6,111,41.7,0,0.0,266,78.0
Ross Chastain,18,11,13,1,25,7,9,299,290,280,93.6,5,258,97.0,13,4.9,266,101.7
Ricky Stenhouse Jr,27,8,14,2,34,14,35,328,293,213,64.9,4,168,63.2,0,0.0,266,89.5
Corey LaJoie,25,23,15,9,29,20,-13,295,308,62,21.0,4,55,20.7,0,0.0,266,65.5
Carson Hocevar,32,34,16,2,36,30,-4,124,128,0,0.0,14,2,0.8,1,0.4,266,52.1
Ty Gibbs,20,18,17,1,34,12,23,272,249,178,65.4,6,189,71.1,37,13.9,266,91.2
Ryan Preece,21,29,18,1,38,29,-18,161,179,0,0.0,4,4,1.5,2,0.8,266,46.0
Brad Keselowski,19,9,19,6,36,19,8,322,314,124,38.5,6,76,28.6,0,0.0,266,71.7
Austin Dillon,8,17,20,5,32,19,-30,274,304,74,27.0,5,69,25.9,0,0.0,266,62.4
Zane Smith,34,27,21,9,34,26,-20,232,252,4,1.7,11,5,1.9,0,0.0,266,50.9
Michael McDowell,1,25,22,1,34,14,-28,276,304,140,50.7,5,155,58.3,30,11.3,266,73.8
J.J. Yeley,37,36,23,2,38,33,-27,50,77,0,0.0,3,8,3.0,0,0.0,266,36.6
Denny Hamlin,38,32,24,2,38,31,-28,91,119,0,0.0,4,1,0.4,0,0.0,266,39.8
B.J. McLeod,36,31,25,1,36,32,-17,67,84,0,0.0,3,3,1.1,1,0.4,266,36.9
Erik Jones,33,12,26,5,35,23,28,272,244,101,37.1,9,64,24.1,0,0.0,266,53.7
Todd Gilliland,3,10,27,3,30,13,-35,298,333,217,72.8,4,181,68.0,0,0.0,266,72.0
Josh Berry,4,30,28,3,36,24,-49,103,152,36,35.0,5,67,25.2,0,0.0,266,45.2
Bubba Wallace,24,28,29,1,34,19,11,263,252,56,21.3,9,65,24.4,8,3.0,266,54.1
Cody Ware,31,35,30,17,38,31,-47,94,141,0,0.0,7,0,0.0,0,0.0,266,34.4
Harrison Burton,12,14,31,8,31,16,-14,323,337,153,47.4,5,127,47.9,0,0.0,265,62.2
Shane Van Gisbergen,28,33,32,19,37,31,-4,121,125,0,0.0,12,0,0.0,0,0.0,264,40.3
John H. Nemechek,35,24,33,20,36,30,7,163,156,0,0.0,6,0,0.0,0,0.0,262,36.2
Noah Gragson,13,26,34,12,36,23,-17,298,315,55,18.5,8,24,9.3,0,0.0,258,45.2
Martin Truex Jr,22,16,35,8,35,20,40,204,164,122,59.8,4,110,43.3,0,0.0,254,50.8
Chris Buescher,17,19,36,7,35,25,-10,188,198,45,23.9,7,36,17.6,0,0.0,205,52.5
Kyle Larson,6,37,37,1,6,30,3,54,51,54,100.0,3,55,100.0,0,0.0,55,64.4
Chase Briscoe,10,38,38,5,16,32,-4,34,38,34,100.0,1,55,100.0,0,0.0,55,48.8
