Leader,From Lap,To Lap,# Of Laps
William Byron,1,15,15
"Martin Truex, Jr.",16,16,1
Austin Cindric,17,18,2
Matt DiBenedetto,19,23,5
Kyle Busch,24,26,3
Tyler Reddick,27,31,5
Kyle Busch,32,32,1
Matt DiBenedetto,33,37,5
Chase Elliott,38,44,7
Aric Almirola,45,45,1
Chase Elliott,46,62,17
