Pos,St,#,Driver,Sponsor / Owner,Car,Laps,Status,Led,Pts,PPts
1,6,3,Austin Dillon,Bass Pro Shops   (Richard Childress),Chevrolet,408,running,35,50,5
2,1,11,Denny Hamlin,FedEx Rewards   (Joe Gibbs),Toyota,408,running,124,52,0
3,10,45,Tyler Reddick,Mobil 1   (23XI Racing),Toyota,408,running,8,40,0
4,8,23,Bubba Wallace,Leidos   (23XI Racing),Toyota,408,running,0,42,0
5,22,1,Ross Chastain,Jockey Infinite Cool Underwear   (Trackhouse Racing),Chevrolet,408,running,0,32,0
6,5,20,Christopher Bell,DEWALT Carpentry Solutions   (Joe Gibbs),Toyota,408,running,122,50,1
7,15,5,Kyle Larson,HendrickCars.com   (Rick Hendrick),Chevrolet,408,running,17,30,0
8,19,77,Carson Hocevar,Delaware Life   (Spire Motorsports),Chevrolet,408,running,2,31,0
9,4,9,Chase Elliott,Coca-Cola   (Rick Hendrick),Chevrolet,408,running,5,34,0
10,21,99,Daniel Suarez,Choice Privileges   (Trackhouse Racing),Chevrolet,408,running,93,37,1
11,11,12,Ryan Blaney,BodyArmor Sport Water   (Roger Penske),Ford,408,running,0,26,0
12,12,8,Kyle Busch,Cheddar's Patriotic   (Richard Childress),Chevrolet,408,running,0,25,0
13,13,24,William Byron,Valvoline   (Rick Hendrick),Chevrolet,408,running,0,24,0
14,3,4,Josh Berry,P&G Supports Our Military   (Stewart Haas Racing),Ford,408,running,0,24,0
15,28,34,Michael McDowell,Love's Travel Stops   (Bob Jenkins),Ford,408,running,0,27,0
16,29,6,Brad Keselowski,BuildSubmarines.com   (Jack Roush),Ford,408,running,0,21,0
17,23,38,Todd Gilliland,The Pete Store   (Bob Jenkins),Ford,408,running,0,20,0
18,7,17,Chris Buescher,Fastenal   (Jack Roush),Ford,408,running,0,22,0
19,9,22,Joey Logano,Shell Pennzoil   (Roger Penske),Ford,408,running,2,32,0
20,16,10,Noah Gragson,Overstock.com   (Stewart Haas Racing),Ford,407,running,0,17,0
21,25,14,Chase Briscoe,Rinnai   (Stewart Haas Racing),Ford,407,running,0,16,0
22,14,54,Ty Gibbs,He Gets Us   (Joe Gibbs),Toyota,407,running,0,15,0
23,20,71,Zane Smith,Focused Health   (Spire Motorsports),Chevrolet,407,running,0,14,0
24,18,2,Austin Cindric,Menards  Libman   (Roger Penske),Ford,407,running,0,13,0
25,26,41,Ryan Preece,Mohawk Northeast   (Stewart Haas Racing),Ford,407,running,0,12,0
26,30,16,Ty Dillon,Chevy Accessories   (Matthew Kaulig),Chevrolet,407,running,0,0,0
27,36,51,Justin Haley,Pinnacle Home Improvement   (Rick Ware),Ford,406,running,0,10,0
28,17,48,Alex Bowman,Ally   (Rick Hendrick),Chevrolet,406,running,0,9,0
29,27,43,Erik Jones,Family Dollar   (Legacy Motor Club),Toyota,406,running,0,8,0
30,32,31,Daniel Hemric,Cirkul   (Matthew Kaulig),Chevrolet,406,running,0,7,0
31,35,42,John H. Nemechek,Pye Barker Fire & Safety   (Legacy Motor Club),Toyota,405,running,0,6,0
32,31,21,Harrison Burton,DEX Imaging   (Wood Brothers),Ford,405,running,0,5,0
33,34,15,Riley Herbst,Monster Energy Zero Sugar   (Rick Ware),Ford,405,running,0,0,0
34,24,7,Corey LaJoie,Advisor Advantage/Clear Spring   (Spire Motorsports),Chevrolet,404,running,0,3,0
35,37,66,Parker Retzlaff,XInsurance   (Carl Long),Ford,402,running,0,0,0
36,33,47,Ricky Stenhouse Jr,Kroger/General Mills Box Tops   (JTG-Daugherty Racing),Chevrolet,397,crash,0,1,0
37,2,19,Martin Truex Jr,Bass Pro Shops   (Joe Gibbs),Toyota,250,engine,0,9,0
