driver_name,start_pos,mid_race_pos,finish_pos,highest_pos,lowest_pos,avg_pos,pass_diff,green_flag_passes,green_flag_times_passed,quality_passes,pct_quality_passes,fastest_lap,top_15_laps,pct_top_15_laps,laps_led,pct_laps_led,total_laps,driver_rating
Ryan Blaney,8,3,1,1,29,7,-33,46,79,27,58.7,22,138,86.3,44,27.5,160,132.4
Denny Hamlin,4,1,2,1,27,5,29,48,19,29,60.4,17,152,95.0,31,19.4,160,131.4
Alex Bowman,6,10,3,2,33,11,10,54,44,29,53.7,3,134,83.8,0,0.0,160,96.5
William Byron,2,7,4,2,29,8,16,54,38,27,50.0,0,141,88.1,0,0.0,160,102.0
Joey Logano,10,12,5,1,19,9,10,51,41,35,68.6,0,149,93.1,3,1.9,160,97.0
Tyler Reddick,7,13,6,3,31,12,23,71,48,39,54.9,0,116,72.5,0,0.0,160,92.5
Brad Keselowski,14,5,7,1,31,8,20,55,35,42,76.4,20,154,96.3,20,12.5,160,115.1
Martin Truex Jr,3,4,8,1,30,8,-11,56,67,31,55.4,5,137,85.6,14,8.8,160,108.7
Chase Elliott,11,2,9,2,28,9,55,98,43,68,69.4,7,144,90.0,0,0.0,160,106.1
Bubba Wallace,29,24,10,7,36,20,-12,76,88,19,25.0,0,46,28.8,0,0.0,160,66.8
Chris Buescher,18,6,11,1,32,10,2,64,62,31,48.4,12,135,84.4,19,11.9,160,101.6
Christopher Bell,13,11,12,3,19,10,15,45,30,35,77.8,0,146,91.3,0,0.0,160,86.0
Kyle Larson,12,9,13,1,33,13,2,66,64,30,45.5,0,112,70.0,0,0.0,160,83.2
Erik Jones,23,8,14,2,26,12,23,66,43,32,48.5,0,134,83.8,0,0.0,160,81.0
Chase Briscoe,28,15,15,5,28,15,9,63,54,20,31.7,0,97,60.6,0,0.0,160,75.5
Daniel Suarez,16,20,16,9,32,19,8,72,64,11,15.3,0,32,20.0,0,0.0,160,67.7
Carson Hocevar,15,26,17,4,35,20,33,92,59,10,10.9,0,40,25.0,0,0.0,160,64.3
Austin Cindric,20,35,18,2,36,21,-67,66,133,12,18.2,4,35,21.9,0,0.0,160,62.3
Corey LaJoie,30,14,19,10,34,20,39,103,64,11,10.7,0,37,23.1,0,0.0,160,66.3
Josh Berry,5,34,20,1,36,21,-80,49,129,5,10.2,13,52,32.5,8,5.0,160,68.7
A.J. Allmendinger,26,18,21,9,34,23,12,93,81,2,2.2,0,8,5.0,0,0.0,160,53.0
Justin Haley,34,28,22,9,36,25,4,70,66,4,5.7,0,7,4.4,0,0.0,160,46.0
Austin Dillon,17,27,23,17,36,26,7,57,50,0,0.0,0,0,0.0,0,0.0,160,44.8
Michael McDowell,21,23,24,6,27,19,1,50,49,9,18.0,0,33,20.9,0,0.0,158,57.2
Daniel Hemric,27,31,25,22,35,30,-1,58,59,0,0.0,0,0,0.0,0,0.0,153,35.7
Cody Ware,35,29,26,23,36,30,-5,44,49,0,0.0,0,0,0.0,0,0.0,134,33.2
Ty Gibbs,1,33,27,1,34,16,-61,48,109,24,50.0,12,83,62.9,21,15.9,132,79.5
John H. Nemechek,32,21,28,11,32,25,-9,86,95,1,1.2,0,12,9.5,0,0.0,126,42.2
Zane Smith,9,16,29,7,35,22,-55,45,100,10,22.2,2,43,34.1,0,0.0,126,63.2
Ryan Preece,36,17,30,8,36,24,24,61,37,8,13.1,0,25,20.7,0,0.0,121,47.2
Harrison Burton,22,22,31,11,31,25,1,79,78,6,7.6,0,7,5.8,0,0.0,121,43.2
Kyle Busch,24,30,32,11,36,29,15,56,41,6,10.7,0,16,13.3,0,0.0,120,34.8
Ricky Stenhouse Jr,31,19,33,8,32,23,12,52,40,4,7.7,0,30,25.0,0,0.0,120,51.2
Todd Gilliland,33,25,34,8,34,29,-22,60,82,1,1.7,0,5,4.3,0,0.0,115,33.2
J.J. Yeley,37,32,35,17,37,35,3,14,11,0,0.0,0,0,0.0,0,0.0,112,25.2
Ross Chastain,19,36,36,15,36,31,-18,31,49,1,3.2,0,0,0.0,0,0.0,53,40.5
Noah Gragson,25,37,37,23,25,36,2,10,8,0,0.0,0,0,0.0,0,0.0,13,24.5
