Leader,From Lap,To Lap,# Of Laps
Ty Gibbs,1,17,17
Martin Truex Jr,18,31,14
Joey Logano,32,34,3
Brad Keselowski,35,54,20
Ty Gibbs,55,58,4
Josh Berry,59,66,8
Denny Hamlin,67,97,31
Chris Buescher,98,116,19
Ryan Blaney,117,160,44
