Pos,St,#,Driver,Sponsor / Owner,Car,Laps,Status,Led,Pts,PPts
1,10,11,Denny Hamlin,FedEx Express   (Joe Gibbs),Toyota,207,running,30,45,5
2,31,18,Kyle Busch,M&M's Chocolate Bar   (Joe Gibbs),Toyota,207,running,37,45,1
3,28,20,Erik Jones,Sport Clips   (Joe Gibbs),Toyota,207,running,0,35,0
4,4,22,Joey Logano,Shell / Pennzoil   (Roger Penske),Ford,207,running,11,42,0
5,34,34,Michael McDowell,Love's Travel Stops   (Bob Jenkins),Ford,207,running,0,32,0
6,22,13,Ty Dillon,GEICO   (Germain Racing),Chevrolet,207,running,0,31,0
7,26,42,Kyle Larson,Credit One Bank   (Chip Ganassi),Chevrolet,207,running,0,33,0
8,21,47,Ryan Preece,Kroger.com / Breyer's / Velveeta / Tide   (JTG-Daugherty Racing),Chevrolet,207,running,0,29,0
9,17,48,Jimmie Johnson,Ally   (Rick Hendrick),Chevrolet,207,running,0,30,0
10,36,15,Ross Chastain,Royal Teak Collection   (Jay Robinson),Chevrolet,207,running,0,0,0
11,2,88,Alex Bowman,Nationwide   (Rick Hendrick),Chevrolet,207,running,0,35,0
12,35,2,Brad Keselowski,Discount Tire   (Roger Penske),Ford,207,running,0,32,0
13,5,17,Ricky Stenhouse Jr,Fastenal / 3M   (Jack Roush),Ford,207,running,16,30,0
14,19,6,Ryan Newman,Oscar Mayer Deli Fresh   (Jack Roush),Ford,207,running,0,23,0
15,25,96,Parker Kligerman,Toyota: Proud Sponsor of Team USA   (Gaunt Brothers),Toyota,205,running,0,0,0
16,20,3,Austin Dillon,Dow / Childress 50th Anniversary   (Richard Childress),Chevrolet,205,running,0,21,0
17,18,9,Chase Elliott,NAPA Auto Parts   (Rick Hendrick),Chevrolet,200,crash,0,24,0
18,32,32,Corey LaJoie,Old Spice   (Archie St. Hilaire),Ford,200,running,0,19,0
19,38,51,B.J. McLeod,Jacob Companies   (Rick Ware),Chevrolet,200,running,0,0,0
20,6,14,Clint Bowyer,Rush Truck Centers / Mobil 1   (Stewart Haas Racing),Ford,199,crash,0,17,0
21,1,24,William Byron,Axalta   (Rick Hendrick),Chevrolet,198,crash,44,25,0
22,16,40,Jamie McMurray,McDonald's / Cessna   (Spire Motorsports),Chevrolet,198,crash,6,15,0
23,30,62,Brendan Gaughan,Beard Oil / South Point Hotel & Casino   (Beard Motorsports),Chevrolet,197,crash,0,0,0
24,27,00,Landon Cassill,Permatex   (StarCom Racing),Chevrolet,196,crash,0,0,0
25,12,1,Kurt Busch,Monster Energy   (Chip Ganassi),Chevrolet,196,running,0,12,0
26,3,4,Kevin Harvick,Busch Beer Car2Can   (Stewart Haas Racing),Ford,194,crash,0,17,0
27,39,31,Tyler Reddick,Symbicort   (Richard Childress),Chevrolet,191,crash,0,0,0
28,9,95,Matt DiBenedetto,Procore   (Leavine Family Racing),Toyota,190,crash,49,14,0
29,7,21,Paul Menard,Motorcraft / Quick Lane Tire & Auto Center   (Wood Brothers),Ford,190,crash,0,8,0
30,24,38,David Ragan,Select Blinds   (Bob Jenkins),Ford,190,crash,0,7,0
31,14,12,Ryan Blaney,Menards / Peak   (Roger Penske),Ford,190,crash,13,22,1
32,8,10,Aric Almirola,Smithfield   (Stewart Haas Racing),Ford,190,crash,0,13,0
33,23,41,Daniel Suarez,Haas Automation   (Stewart Haas Racing),Ford,190,crash,0,14,0
34,29,8,Daniel Hemric,Caterpillar / Childress 50th Anniversary   (Richard Childress),Chevrolet,190,parked,1,3,0
35,11,19,Martin Truex Jr,Bass Pro Shops / Tracker ATVs   (Joe Gibbs),Toyota,190,crash,0,2,0
36,33,36,Matt Tifft,Speedco / Love's Travel Stops   (Bob Jenkins),Ford,190,crash,0,1,0
37,15,37,Chris Buescher,Kleenex Wet Wipes / Cheerios / Slim Jim   (JTG-Daugherty Racing),Chevrolet,190,crash,0,1,0
38,13,43,Bubba Wallace,Aftershokz   (Richard Petty Motorsports),Chevrolet,169,crash,0,1,0
39,37,52,Cody Ware,Winn Dixie   (Rick Ware),Chevrolet,155,crash,0,1,0
40,40,27,Casey Mears,Rim Ryderz   (Germain Racing),Chevrolet,104,crash,0,1,0
