Leader,From Lap,To Lap,# Of Laps
William Byron,1,2,2
"Ricky Stenhouse, Jr.",3,6,4
Matt DiBenedetto,7,21,15
Kyle Busch,22,22,1
"Ricky Stenhouse, Jr.",23,34,12
Kyle Busch,35,61,27
Joey Logano,62,72,11
Daniel Hemric,73,73,1
Matt DiBenedetto,74,107,34
Kyle Busch,108,108,1
Ryan Blaney,109,121,13
William Byron,122,163,42
Jamie McMurray,164,169,6
Denny Hamlin,170,190,21
Kyle Busch,191,198,8
Denny Hamlin,199,207,9
