Leader,From Lap,To Lap,# Of Laps
Kyle Busch,1,12,12
Kyle Larson,13,30,18
Harrison Burton,31,34,4
Christopher Bell,35,48,14
Kyle Busch,49,64,16
"Martin Truex, Jr.",65,66,2
Ryan Blaney,67,73,7
Erik Jones,74,84,11
Bubba Wallace,85,87,3
Kyle Busch,88,122,35
Ross Chastain,123,123,1
Denny Hamlin,124,126,3
Bubba Wallace,127,127,1
Ross Chastain,128,142,15
Denny Hamlin,143,160,18
