Rank,Driver,Wins,Points
1,Chase Elliott,4,787
2,Ross Chastain,2,682
3,Joey Logano,2,599
4,William Byron,2,572
5,Denny Hamlin,2,443
6,Kyle Larson,1,661
7,Christopher Bell,1,605
8,Kyle Busch,1,595
9,Alex Bowman,1,536
10,Daniel Suarez,1,526
11,Tyler Reddick,1,509
12,Austin Cindric,1,495
13,Chase Briscoe,1,487
14,Kurt Busch,1,485
15,Ryan Blaney,0,676
16,Martin Truex Jr,0,654
