Pos,St,#,Driver,Sponsor / Owner,Car,Laps,Status,Led,Pts,PPts
1,3,9,Chase Elliott,NAPA Auto Parts   (Rick Hendrick),Chevrolet,160,running,0,53,5
2,16,8,Tyler Reddick,Sheetz   (Richard Childress),Chevrolet,160,running,0,35,0
3,9,99,Daniel Suarez,CommScope   (Trackhouse Racing),Chevrolet,160,running,0,47,0
4,11,20,Christopher Bell,Rheem   (Joe Gibbs),Toyota,160,running,14,35,0
5,4,5,Kyle Larson,HendrickCars.com   (Rick Hendrick),Chevrolet,160,running,18,45,1
6,25,34,Michael McDowell,Fr8Auctions.com   (Bob Jenkins),Ford,160,running,0,-68,-10
7,8,19,Martin Truex Jr,DEWALT   (Joe Gibbs),Toyota,160,running,2,35,0
8,7,23,Bubba Wallace,Door Dash   (23XI Racing),Toyota,160,running,4,29,0
9,34,43,Erik Jones,FOCUSfactor   (Petty GMS Motorsports),Chevrolet,160,running,11,7,0
10,15,3,Austin Dillon,BREZTRI   (Richard Childress),Chevrolet,160,running,0,27,0
11,17,48,Alex Bowman,Ally   (Rick Hendrick),Chevrolet,160,running,0,26,0
12,18,24,William Byron,RaptorTough.com   (Rick Hendrick),Chevrolet,160,running,0,36,0
13,12,10,Aric Almirola,Haas Automation   (Stewart Haas Racing),Ford,160,running,0,24,0
14,26,6,Brad Keselowski,Kohler Generators   (Jack Roush),Ford,160,running,0,23,0
15,13,14,Chase Briscoe,HighPoint.com   (Stewart Haas Racing),Ford,160,running,0,22,0
16,10,45,Ty Gibbs,McDonald's   (23XI Racing),Toyota,160,running,0,0,0
17,32,41,Cole Custer,HaasTooling.com   (Stewart Haas Racing),Ford,160,running,0,20,0
18,19,47,Ricky Stenhouse Jr,Kroger/ SweetLeaf   (JTG-Daugherty Racing),Chevrolet,160,running,0,19,0
19,23,7,Corey LaJoie,WWE SummerSlam on Peacock   (Spire Motorsports),Chevrolet,160,running,0,20,0
20,14,22,Joey Logano,Verizon Frontline   (Roger Penske),Ford,160,running,0,17,0
21,30,31,Justin Haley,LeafFilter Gutter Protection   (Matthew Kaulig),Chevrolet,160,running,0,16,0
22,27,42,Ty Dillon,Big Dog Energy   (Petty GMS Motorsports),Chevrolet,160,running,0,-20,0
23,28,21,Harrison Burton,Motorcraft  Quick Lane   (Wood Brothers),Ford,160,running,4,14,0
24,22,16,Noah Gragson,Gold Fish Casino Slots   (Matthew Kaulig),Chevrolet,160,running,0,0,0
25,29,38,Todd Gilliland,A&W Root Beer Float   (Bob Jenkins),Ford,160,running,0,12,0
26,36,51,Cody Ware,Nurtec ODT   (Rick Ware),Ford,160,running,0,11,0
27,24,4,Kevin Harvick,Busch Light Apple #BuschTrickyTrivia   (Stewart Haas Racing),Ford,160,running,0,20,0
28,33,15,J.J. Yeley,Ollieâ€™s Bargain Outlet   (Rick Ware),Ford,159,running,0,0,0
29,5,17,Chris Buescher,Wyndham Rewards   (Jack Roush),Ford,158,running,0,8,0
30,35,78,B.J. McLeod,Surface Sunscreen   (B.J. McLeod),Ford,158,running,0,0,0
31,20,2,Austin Cindric,Keystone Light   (Roger Penske),Ford,154,running,0,6,0
32,21,1,Ross Chastain,Worldwide Express   (Trackhouse Racing),Chevrolet,142,crash,16,15,1
33,6,12,Ryan Blaney,Menards  Duracell   (Roger Penske),Ford,135,crash,7,20,0
34,31,77,Josh Bilicki,Zeigler Auto/Rich Mar Florist   (Spire Motorsports),Chevrolet,35,crash,0,0,0
35,1,11,Denny Hamlin,FedEx Office   (Joe Gibbs),Toyota,160,disqualified,21,2,0
36,2,18,Kyle Busch,M&M's   (Joe Gibbs),Toyota,160,disqualified,63,1,0
