driver_name,start_pos,mid_race_pos,finish_pos,highest_pos,lowest_pos,avg_pos,pass_diff,green_flag_passes,green_flag_times_passed,quality_passes,pct_quality_passes,fastest_lap,top_15_laps,pct_top_15_laps,laps_led,pct_laps_led,total_laps,driver_rating
Harrison Burton,20,12,1,1,39,16,-18,305,323,148,48.5,1,84,51.2,1,0.6,164,86.3
Kyle Busch,11,5,2,1,20,8,8,415,407,324,78.1,1,152,92.7,8,4.9,164,96.4
Christopher Bell,27,14,3,2,31,15,1,445,444,215,48.3,2,92,56.1,0,0.0,164,85.6
Cody Ware,33,20,4,3,38,22,21,343,322,97,28.3,8,43,26.2,0,0.0,164,68.6
Ty Gibbs,26,17,5,4,28,19,-11,366,377,72,19.7,0,39,23.8,0,0.0,164,79.0
Bubba Wallace,18,11,6,1,27,11,27,382,355,275,72.0,0,130,79.3,16,9.8,164,94.5
Parker Retzlaff,29,25,7,2,39,28,-39,143,182,13,9.1,7,14,8.5,0,0.0,164,53.7
Brad Keselowski,12,6,8,1,32,9,-2,377,379,295,78.2,4,133,81.1,8,4.9,164,91.1
Daniel Hemric,28,19,9,3,34,20,-9,369,378,110,29.8,5,44,26.8,0,0.0,164,69.9
Chris Buescher,13,9,10,1,29,11,11,399,388,276,69.2,2,123,75.0,10,6.1,164,89.5
Carson Hocevar,37,29,11,1,40,30,-3,105,108,11,10.5,9,8,4.9,1,0.6,164,51.3
Ross Chastain,24,32,12,4,34,24,-7,231,238,117,50.6,7,40,24.4,0,0.0,164,63.5
Zane Smith,30,13,13,5,37,21,13,291,278,73,25.1,2,49,29.9,0,0.0,164,67.8
Chase Briscoe,6,27,14,1,37,21,-52,262,314,125,47.7,3,53,32.3,2,1.2,164,67.2
John H. Nemechek,31,24,15,1,36,19,11,257,246,86,33.5,3,54,32.9,0,0.0,164,75.9
Alex Bowman,21,31,16,5,35,23,10,357,347,57,16.0,4,27,16.5,0,0.0,164,65.1
Erik Jones,40,30,17,3,40,22,29,387,358,88,22.7,9,29,17.7,0,0.0,164,64.1
Austin Cindric,8,15,18,1,23,7,-23,402,425,324,80.6,1,146,89.0,15,9.1,164,94.8
B.J. McLeod,38,22,19,2,39,25,-4,207,211,14,6.8,5,15,9.1,0,0.0,164,56.4
Joey Gase,39,28,20,17,40,32,-39,30,69,0,0.0,0,0,0.0,0,0.0,164,38.5
Kyle Larson,9,2,21,1,32,10,22,393,371,331,84.2,2,131,80.4,5,3.1,163,91.9
Austin Dillon,16,18,22,1,34,19,-21,334,355,165,49.4,1,60,37.0,0,0.0,162,73.8
Todd Gilliland,2,3,23,1,31,12,19,423,404,274,64.8,0,113,69.8,5,3.1,162,80.9
Martin Truex Jr,17,34,24,4,38,30,3,138,135,0,0.0,3,2,1.2,0,0.0,161,46.9
Austin Hill,23,23,25,2,37,23,-31,243,274,68,28.0,1,33,20.8,0,0.0,159,59.2
Josh Berry,5,21,26,1,23,8,-30,343,373,289,84.3,1,139,88.0,9,5.7,158,98.0
William Byron,7,10,27,1,32,16,2,431,429,228,52.9,6,86,54.4,1,0.6,158,83.4
Tyler Reddick,25,7,28,1,33,21,19,366,347,93,25.4,6,39,25.0,0,0.0,156,72.7
Ryan Blaney,14,4,29,2,25,12,5,389,384,272,69.9,2,117,76.0,0,0.0,154,82.0
Michael McDowell,1,8,30,1,18,9,-4,322,326,283,87.9,1,147,97.4,26,17.2,151,95.2
Joey Logano,3,1,31,1,28,7,3,306,303,287,93.8,1,146,96.7,34,22.5,151,103.6
Justin Haley,36,16,32,1,38,17,58,318,260,113,35.5,8,80,53.0,21,13.9,151,85.3
Ricky Stenhouse Jr,35,26,33,1,39,28,-18,171,189,18,10.5,9,8,5.3,2,1.3,151,51.7
Corey LaJoie,34,35,34,6,36,30,32,248,216,39,15.7,2,9,6.8,0,0.0,132,43.0
Shane Van Gisbergen,32,33,35,6,39,31,15,93,78,26,28.0,2,18,22.5,0,0.0,80,30.5
Chase Elliott,10,36,36,2,31,30,-18,181,199,29,16.0,0,10,16.4,0,0.0,61,46.8
Noah Gragson,15,37,37,6,35,33,0,139,139,35,25.2,2,8,13.6,0,0.0,59,35.2
Denny Hamlin,19,38,38,9,38,31,5,215,210,57,26.5,1,11,18.6,0,0.0,59,50.8
Ryan Preece,4,39,39,3,39,35,-23,106,129,34,32.1,1,10,16.9,0,0.0,59,29.8
Daniel Suarez,22,40,40,3,37,35,-1,130,131,76,58.5,0,18,48.6,0,0.0,37,48.2
