Pos,St,#,Driver,Sponsor / Owner,Car,Laps,Status,Led,Pts,PPts
1,2,42,Kyle Larson,Clover   (Chip Ganassi),Chevrolet,400,running,154,57,5
2,3,19,Martin Truex Jr,Bass Pro Shops / Tracker ATVs & Boats   (Joe Gibbs),Toyota,400,running,15,54,1
3,12,88,Alex Bowman,Cincinnati Inc.   (Rick Hendrick),Chevrolet,400,running,0,44,0
4,4,4,Kevin Harvick,Busch Beer All Harvick   (Stewart Haas Racing),Ford,400,running,0,46,0
5,1,11,Denny Hamlin,FedEx Express   (Joe Gibbs),Toyota,400,running,218,50,1
6,18,18,Kyle Busch,Interstate Batteries   (Joe Gibbs),Toyota,400,running,0,34,0
7,20,95,Matt DiBenedetto,Dumont Jets   (Leavine Family Racing),Toyota,400,running,0,30,0
8,11,48,Jimmie Johnson,Ally   (Rick Hendrick),Chevrolet,400,running,1,39,0
9,9,1,Kurt Busch,Gear Wrench   (Chip Ganassi),Chevrolet,399,running,3,28,0
10,17,14,Clint Bowyer,IT Savvy / Haas   (Stewart Haas Racing),Ford,399,running,0,28,0
11,16,2,Brad Keselowski,Wurth   (Roger Penske),Ford,399,running,0,28,0
12,13,21,Paul Menard,Menards / Cardell Cabinets   (Wood Brothers),Ford,398,running,6,25,0
13,6,24,William Byron,Axalta   (Rick Hendrick),Chevrolet,398,running,1,31,0
14,15,41,Daniel Suarez,Arris   (Stewart Haas Racing),Ford,398,running,1,23,0
15,8,20,Erik Jones,DeWalt   (Joe Gibbs),Toyota,398,running,0,28,0
16,19,17,Ricky Stenhouse Jr,Fastenal   (Jack Roush),Ford,398,running,0,21,0
17,7,10,Aric Almirola,Smithfield   (Stewart Haas Racing),Ford,398,running,0,20,0
18,27,3,Austin Dillon,"AAA ""We Know Cars & Drivers""   (Richard Childress)",Chevrolet,398,running,0,19,0
19,32,47,Ryan Preece,Kroger / No Yolks / Velveeta   (JTG-Daugherty Racing),Chevrolet,396,running,0,18,0
20,26,43,Bubba Wallace,Victory Junction   (Richard Petty Motorsports),Chevrolet,395,running,0,17,0
21,31,8,Daniel Hemric,Lucas Oil 30 Years   (Richard Childress),Chevrolet,394,running,0,16,0
22,24,6,Ryan Newman,Acronis   (Jack Roush),Ford,393,running,0,15,0
23,25,13,Ty Dillon,GEICO   (Germain Racing),Chevrolet,393,running,1,14,0
24,28,34,Michael McDowell,The Pete Store / Peterbilt   (Bob Jenkins),Ford,391,running,0,13,0
25,23,36,Matt Tifft,Delaware Lottery / Surface Sunscreen   (Bob Jenkins),Ford,390,running,0,12,0
26,30,00,Landon Cassill,Clean Origin   (StarCom Racing),Chevrolet,389,running,0,0,0
27,21,38,David Ragan,MDS Transport   (Bob Jenkins),Ford,388,running,0,10,0
28,29,32,Corey LaJoie,Drydene   (Archie St. Hilaire),Ford,385,running,0,9,0
29,33,51,B.J. McLeod,Jacob Companies   (Rick Ware),Chevrolet,382,running,0,0,0
30,36,27,Joe Nemechek,Premium Motorsports   (Jay Robinson),Chevrolet,381,running,0,0,0
31,34,15,Ross Chastain,Low-T Center   (Jay Robinson),Chevrolet,380,running,0,0,0
32,35,52,J.J. Yeley,Drive Smart / Element Protection Plans   (Rick Ware),Ford,380,running,0,0,0
33,37,54,Garrett Smithley,AQRE.app   (Rick Ware),Ford,377,running,0,0,0
34,14,22,Joey Logano,Shell / Pennzoil   (Roger Penske),Ford,375,running,0,3,0
35,10,12,Ryan Blaney,PPG   (Roger Penske),Ford,297,suspension,0,6,0
36,22,37,Chris Buescher,Kroger - Simmer Like A Winner   (JTG-Daugherty Racing),Chevrolet,232,engine,0,1,0
37,38,77,Reed Sorenson,Spire Motorsports,Chevrolet,180,handling,0,1,0
38,5,9,Chase Elliott,Hooters - Give a Hoot   (Rick Hendrick),Chevrolet,8,engine,0,1,0
