Leader,From Lap,To Lap,# Of Laps
Denny Hamlin,1,11,11
Kyle Larson,12,12,1
Denny Hamlin,13,75,63
William Byron,76,76,1
Jimmie Johnson,77,77,1
Kurt Busch,78,80,3
Daniel Suarez,81,81,1
Ty Dillon,82,82,1
Denny Hamlin,83,183,101
Kyle Larson,184,185,2
Denny Hamlin,186,228,43
"Martin Truex, Jr.",229,243,15
Kyle Larson,244,321,78
Paul Menard,322,327,6
Kyle Larson,328,400,73
