Leader,From Lap,To Lap,# Of Laps
Ty Gibbs,1,11,11
Shane Van Gisbergen,12,14,3
Christopher Bell,15,15,1
Shane Van Gisbergen,16,21,6
Zane Smith,22,24,3
Ty Gibbs,25,30,6
Christopher Bell,31,43,13
Joey Hand,44,50,7
Alex Bowman,51,58,8
