Rank,Driver,Wins,Points
1,Denny Hamlin,3,492
2,Martin Truex Jr,0,487
3,Kyle Larson,1,486
4,Chase Elliott,1,475
5,William Byron,3,461
6,Tyler Reddick,1,437
7,Ty Gibbs,0,435
8,Alex Bowman,0,408
9,Brad Keselowski,0,397
10,Ross Chastain,0,392
11,Christopher Bell,1,387
12,Ryan Blaney,0,376
13,Bubba Wallace,0,355
14,Kyle Busch,0,346
15,Chris Buescher,0,345
16,Chase Briscoe,0,334
