driver_name,start_pos,mid_race_pos,finish_pos,highest_pos,lowest_pos,avg_pos,pass_diff,green_flag_passes,green_flag_times_passed,quality_passes,pct_quality_passes,fastest_lap,top_15_laps,pct_top_15_laps,laps_led,pct_laps_led,total_laps,driver_rating
Denny Hamlin,6,6,1,1,18,4,-1,51,52,30,58.8,59,399,99.8,136,34.0,400,140.8
Kyle Larson,21,2,2,1,22,5,19,58,39,35,60.3,53,380,95.0,39,9.8,400,120.9
Martin Truex Jr,15,3,3,1,20,4,11,55,44,35,63.6,48,397,99.3,69,17.3,400,121.7
Kyle Busch,1,7,4,1,11,5,2,35,33,28,80.0,26,400,100.0,34,8.5,400,115.0
Chase Elliott,29,8,5,2,31,10,20,66,46,36,54.5,14,351,87.8,0,0.0,400,97.8
Noah Gragson,5,21,6,2,29,13,-5,59,64,18,30.5,2,211,52.8,0,0.0,400,86.6
Ryan Blaney,2,9,7,1,18,5,-5,37,42,22,59.5,23,398,99.5,47,11.8,400,109.1
Alex Bowman,9,5,8,2,19,7,3,49,46,30,61.2,26,397,99.3,0,0.0,400,100.1
Daniel Hemric,14,24,9,1,29,19,4,69,65,11,15.9,1,88,22.0,5,1.3,400,68.4
Ty Gibbs,19,12,10,3,22,13,8,63,55,28,44.4,5,264,66.0,0,0.0,400,83.6
Tyler Reddick,4,4,11,2,19,6,-7,38,45,23,60.5,15,397,99.3,0,0.0,400,99.7
Ross Chastain,22,17,12,6,26,16,4,69,65,23,33.3,0,160,40.0,0,0.0,400,75.0
A.J. Allmendinger,10,14,13,7,33,12,-6,60,66,26,43.3,7,385,96.3,0,0.0,400,84.8
Josh Berry,12,16,14,11,25,16,-2,54,56,16,29.6,5,217,54.3,0,0.0,400,76.7
Austin Cindric,11,22,15,7,33,18,-11,45,56,11,24.4,1,148,37.0,0,0.0,400,70.1
Joey Logano,13,19,16,7,28,19,-18,52,70,7,13.5,0,25,6.3,0,0.0,400,63.2
Chris Buescher,18,13,17,12,24,15,-8,52,60,15,28.8,3,190,47.5,0,0.0,400,71.1
Daniel Suarez,31,27,18,2,32,25,13,62,49,8,12.9,1,9,2.3,0,0.0,399,51.2
Chase Briscoe,7,23,19,5,32,18,-14,53,67,10,18.9,1,77,19.3,0,0.0,399,63.4
John H. Nemechek,34,26,20,10,35,25,1,58,57,1,1.7,0,2,0.5,0,0.0,398,49.3
Corey LaJoie,25,1,21,1,30,22,-5,53,58,7,13.2,7,40,10.1,33,8.3,398,53.6
Carson Hocevar,20,32,22,10,32,24,-11,45,56,0,0.0,0,2,0.5,0,0.0,397,51.8
Justin Haley,36,30,23,13,36,29,10,60,50,0,0.0,2,1,0.3,0,0.0,397,43.1
Zane Smith,37,29,24,13,37,30,5,50,45,4,8.0,0,3,0.8,0,0.0,397,35.0
Corey Heim,32,25,25,5,36,27,2,72,70,5,6.9,9,4,1.0,0,0.0,397,46.3
Harrison Burton,26,33,26,11,35,28,-13,39,52,0,0.0,0,1,0.3,0,0.0,397,41.3
Austin Dillon,23,28,27,23,35,30,-13,40,53,0,0.0,5,0,0.0,0,0.0,396,41.9
Jimmie Johnson,27,34,28,12,35,31,-5,40,45,0,0.0,0,1,0.3,0,0.0,395,37.2
Kaz Grala,35,35,29,29,37,34,2,8,6,0,0.0,0,0,0.0,0,0.0,394,28.7
Brad Keselowski,24,31,30,12,35,27,12,64,52,11,17.2,8,76,19.8,0,0.0,383,52.6
Todd Gilliland,30,36,31,26,37,34,9,19,10,0,0.0,0,0,0.0,0,0.0,379,29.2
Bubba Wallace,16,11,32,1,18,16,6,47,41,27,57.4,2,307,93.3,1,0.3,329,69.3
William Byron,3,18,33,1,27,13,-16,48,64,8,16.7,15,185,56.2,36,10.9,329,81.7
Christopher Bell,33,15,34,8,34,22,25,82,57,10,12.2,3,125,38.1,0,0.0,328,54.2
Ricky Stenhouse Jr,17,10,35,5,29,15,2,47,45,27,57.4,5,305,95.3,0,0.0,320,72.1
Michael McDowell,8,20,36,5,35,28,-5,51,56,10,19.6,4,55,19.3,0,0.0,285,44.4
Ryan Preece,28,37,37,26,36,36,-6,8,14,0,0.0,1,0,0.0,0,0.0,66,27.1
