Leader,From Lap,To Lap,# Of Laps
Kyle Busch,1,33,33
Ryan Blaney,34,78,45
William Byron,79,114,36
Martin Truex Jr,115,183,69
Ryan Blaney,184,185,2
Corey LaJoie,186,218,33
Kyle Larson,219,253,35
Denny Hamlin,254,317,64
Kyle Busch,318,318,1
Bubba Wallace,319,319,1
Daniel Hemric,320,324,5
Kyle Larson,325,328,4
Denny Hamlin,329,400,72
