Pos,St,#,Driver,Sponsor / Owner,Car,Laps,Status,Led,Pts,PPts
1,14,19,Martin Truex Jr,Bass Pro Shops / Tracker ATVs & Boats / USO   (Joe Gibbs),Toyota,400,running,116,52,6
2,7,22,Joey Logano,Shell / Pennzoil   (Roger Penske),Ford,400,running,0,44,0
3,3,18,Kyle Busch,"M&M's Red, White & Blue   (Joe Gibbs)",Toyota,400,running,79,59,0
4,12,9,Chase Elliott,NAPA Auto Parts   (Rick Hendrick),Chevrolet,400,running,43,55,0
5,9,17,Ricky Stenhouse Jr,DeWalt / Fastenal Patriotic   (Jack Roush),Ford,400,running,0,36,0
6,22,37,Chris Buescher,Kroger - Thrill of the Grill   (JTG-Daugherty Racing),Chevrolet,400,running,0,31,0
7,13,88,Alex Bowman,Nationwide Patriotic   (Rick Hendrick),Chevrolet,400,running,8,44,0
8,15,48,Jimmie Johnson,Ally Patriotic   (Rick Hendrick),Chevrolet,400,running,0,32,0
9,1,24,William Byron,Liberty University Patriotic   (Rick Hendrick),Chevrolet,400,running,31,39,0
10,5,4,Kevin Harvick,Mobil 1   (Stewart Haas Racing),Ford,400,running,14,38,0
11,2,10,Aric Almirola,Smithfield Patriotic   (Stewart Haas Racing),Ford,400,running,0,26,0
12,30,32,Corey LaJoie,Superior Logistics Svcs. / Freedom Hard   (Archie St. Hilaire),Ford,400,running,0,25,0
13,19,12,Ryan Blaney,DEX Imaging   (Roger Penske),Ford,400,running,2,36,0
14,17,21,Paul Menard,Menards / Knauf   (Wood Brothers),Ford,400,running,0,23,0
15,31,38,David Ragan,Select Blinds   (Bob Jenkins),Ford,400,running,3,22,0
16,18,6,Ryan Newman,Oscar Mayer Hot Dogs   (Jack Roush),Ford,400,running,0,21,0
17,20,11,Denny Hamlin,FedEx Ground   (Joe Gibbs),Toyota,400,running,21,30,0
18,6,41,Daniel Suarez,Coca-Cola   (Stewart Haas Racing),Ford,399,running,0,19,0
19,21,2,Brad Keselowski,Miller Lite Stars & Stripes   (Roger Penske),Ford,398,running,76,38,2
20,26,36,Matt Tifft,Surface Sunscreen / Tunity Patriotic   (Bob Jenkins),Ford,398,running,0,17,0
21,10,8,Daniel Hemric,Cessna / Beechcraft   (Richard Childress),Chevrolet,398,running,7,16,0
22,23,34,Michael McDowell,Love's / Special Forces Charitable Trust   (Bob Jenkins),Ford,398,running,0,15,0
23,28,13,Ty Dillon,GEICO Military   (Germain Racing),Chevrolet,397,running,0,14,0
24,8,14,Clint Bowyer,Peak Antifreeze & Coolant   (Stewart Haas Racing),Ford,397,running,0,13,0
25,29,43,Bubba Wallace,Coca-Cola Orange Vanilla   (Richard Petty Motorsports),Chevrolet,396,running,0,12,0
26,34,96,Parker Kligerman,Gaunt Brothers,Toyota,396,running,0,0,0
27,11,1,Kurt Busch,Gear Wrench   (Chip Ganassi),Chevrolet,396,running,0,19,0
28,39,77,Quin Houff,NASCAR Mobile App   (Spire Motorsports),Chevrolet,396,running,0,9,0
29,36,53,B.J. McLeod,Enlisted Nine Flight Company   (Rick Ware),Chevrolet,395,running,0,0,0
30,37,27,Reed Sorenson,VIPRacingExperience.com   (Jay Robinson),Chevrolet,389,running,0,7,0
31,24,47,Ryan Preece,Kroger / Planters / Ball Park   (JTG-Daugherty Racing),Chevrolet,343,suspension,0,6,0
32,40,66,Joey Gase,OCR Gaz Bar   (Carl Long),Toyota,334,running,0,0,0
33,25,42,Kyle Larson,Credit One Bank   (Chip Ganassi),Chevrolet,315,crash,0,7,0
34,4,3,Austin Dillon,Coca-Cola Zero Sugar   (Richard Childress),Chevrolet,315,crash,0,3,0
35,33,52,Bayley Currey,RWR SR-71   (Rick Ware),Ford,245,crash,0,0,0
36,35,15,Ross Chastain,Cross Country Adjusting   (Jay Robinson),Chevrolet,134,suspension,0,0,0
37,32,00,Landon Cassill,StarCom Fiber   (StarCom Racing),Chevrolet,108,oil cooler,0,0,0
38,38,51,Cody Ware,Jacob Companies P-40 Warhawk   (Rick Ware),Ford,51,rear gear,0,0,0
39,27,95,Matt DiBenedetto,Procore - Safety Qualified   (Leavine Family Racing),Toyota,47,crash,0,1,0
40,16,20,Erik Jones,Reser's Main St. Bistro   (Joe Gibbs),Toyota,22,crash,0,1,0
