Pos,St,#,Driver,Sponsor / Owner,Car,Laps,Status,Led,Pts,PPts
1,5,5,Kyle Larson,Valvoline   (Rick Hendrick),Chevrolet,500,running,175,59,6
2,8,4,Kevin Harvick,Subway Delivery   (Stewart Haas Racing),Ford,500,running,71,45,0
3,14,24,William Byron,Axalta   (Rick Hendrick),Chevrolet,500,running,0,42,0
4,7,12,Ryan Blaney,Menards / Richmond   (Roger Penske),Ford,500,running,45,43,0
5,11,48,Alex Bowman,Ally   (Rick Hendrick),Chevrolet,500,running,0,32,0
6,10,2,Brad Keselowski,Discount Tire   (Roger Penske),Ford,500,running,10,46,0
7,1,19,Martin Truex Jr,Bass Pro Shops / SherryStrong.org   (Joe Gibbs),Toyota,500,running,5,32,0
8,22,43,Erik Jones,U.S. Air Force Tuskegee Airmen   (Richard Petty Motorsports),Chevrolet,500,running,0,29,0
9,2,11,Denny Hamlin,FedEx Freight   (Joe Gibbs),Toyota,500,running,65,47,1
10,19,21,Matt DiBenedetto,Reese / Draw-Tite   (Wood Brothers),Ford,500,running,0,27,0
11,3,22,Joey Logano,Shell / Pennzoil   (Roger Penske),Ford,500,running,0,26,0
12,13,8,Tyler Reddick,Food City / Childress Vineyards   (Richard Childress),Chevrolet,500,running,0,27,0
13,20,14,Chase Briscoe,Rush Truck Centers / Cummins   (Stewart Haas Racing),Ford,500,running,0,24,0
14,17,42,Ross Chastain,Moose Fraternity   (Chip Ganassi),Chevrolet,500,running,0,23,0
15,18,3,Austin Dillon,Bass Pro Shops / Tracker Off Road   (Richard Childress),Chevrolet,500,running,0,22,0
16,28,23,Bubba Wallace,McDonald's   (23XI Racing),Toyota,500,running,0,21,0
17,27,37,Ryan Preece,Viva   (JTG-Daugherty Racing),Chevrolet,500,running,0,20,0
18,12,10,Aric Almirola,Smithfield   (Stewart Haas Racing),Ford,500,running,0,19,0
19,15,1,Kurt Busch,Monster Energy   (Chip Ganassi),Chevrolet,500,running,0,18,0
20,23,47,Ricky Stenhouse Jr,Kroger   (JTG-Daugherty Racing),Chevrolet,499,running,0,17,0
21,9,18,Kyle Busch,M&M's   (Joe Gibbs),Toyota,499,running,0,21,0
22,21,99,Daniel Suarez,Coca-Cola   (Trackhouse Racing),Chevrolet,498,running,0,15,0
23,25,17,Chris Buescher,Fastenal   (Jack Roush),Ford,498,running,0,14,0
24,16,34,Michael McDowell,Love's Travel Stops   (Bob Jenkins),Ford,498,running,0,13,0
25,4,9,Chase Elliott,Hooters   (Rick Hendrick),Chevrolet,497,running,129,26,0
26,31,7,Corey LaJoie,Schluter Systems   (Spire Motorsports),Chevrolet,497,running,0,11,0
27,35,51,J.J. Yeley,Nurtec ODT   (Rick Ware),Chevrolet,495,running,0,0,0
28,26,41,Cole Custer,Autodesk / HaasTooling.com   (Stewart Haas Racing),Ford,494,running,0,9,0
29,6,20,Christopher Bell,SiriusXM   (Joe Gibbs),Toyota,493,running,0,14,0
30,36,53,Garrett Smithley,Boom Mobile   (Rick Ware),Chevrolet,487,running,0,0,0
31,33,52,Josh Bilicki,Insurance King   (Rick Ware),Ford,482,running,0,6,0
32,38,66,David Starr,Whataburger   (Carl Long),Toyota,482,running,0,0,0
33,37,15,James Davison,Greatest Generations   (Rick Ware),Chevrolet,474,running,0,4,0
34,34,00,Quin Houff,Boss Hoss Cycles   (StarCom Racing),Chevrolet,375,crash,0,3,0
35,30,38,Anthony Alfredo,Dude Wipes   (Bob Jenkins),Ford,313,crash,0,2,0
36,29,77,Justin Haley,Diamond Creek Water   (Spire Motorsports),Chevrolet,216,crash,0,0,0
37,32,78,B.J. McLeod,Honor And Remember   (B.J. McLeod),Ford,215,crash,0,0,0
38,24,6,Ryan Newman,Kohler Generators   (Jack Roush),Ford,177,dvp,0,1,0
