Leader,From Lap,To Lap,# Of Laps
Joey Logano,1,14,14
Ross Chastain,15,15,1
Garrett Smithley,16,16,1
Kevin Harvick,17,41,25
William Byron,42,51,10
Chase Elliott,52,77,26
William Byron,78,82,5
Austin Dillon,83,87,5
Kevin Harvick,88,122,35
Matt Kenseth,123,134,12
Denny Hamlin,135,153,19
Kevin Harvick,154,161,8
