Leader,From Lap,To Lap,# Of Laps
Joey Logano,1,1,1
William Byron,2,9,8
Joey Logano,10,13,4
William Byron,14,87,74
Austin Cindric,88,93,6
William Byron,94,94,1
Christopher Bell,95,128,34
Joey Logano,129,177,49
Christopher Bell,178,189,12
Joey Logano,190,216,27
Christopher Bell,217,235,19
Ryan Preece,236,269,34
Christopher Bell,270,294,25
Denny Hamlin,295,295,1
Christopher Bell,296,309,14
Denny Hamlin,310,311,2
Christopher Bell,312,312,1
