Pos,St,#,Driver,Sponsor / Owner,Car,Laps,Status,Led,Pts,PPts
1,1,5,Kyle Larson,HendrickCars.com   (Rick Hendrick),Chevrolet,334,running,256,58,6
2,12,24,William Byron,Axalta   (Rick Hendrick),Chevrolet,334,running,55,50,0
3,11,20,Christopher Bell,Rheem / Watts / Opteon   (Joe Gibbs),Toyota,334,running,0,34,0
4,7,2,Brad Keselowski,Discount Tire   (Roger Penske),Ford,334,running,0,40,0
5,24,4,Kevin Harvick,Hunt Brothers Pizza   (Stewart Haas Racing),Ford,334,running,0,39,0
6,4,12,Ryan Blaney,Dex Imaging   (Roger Penske),Ford,334,running,0,48,0
7,6,9,Chase Elliott,Kelley Blue Book   (Rick Hendrick),Chevrolet,334,running,0,33,0
8,3,18,Kyle Busch,Interstate Batteries   (Joe Gibbs),Toyota,334,running,20,40,1
9,9,8,Tyler Reddick,CC Ready Mix   (Richard Childress),Chevrolet,334,running,0,32,0
10,19,99,Daniel Suarez,Freeway Insurance   (Trackhouse Racing),Chevrolet,334,running,0,27,0
11,2,11,Denny Hamlin,Craftsman   (Joe Gibbs),Toyota,334,running,2,34,0
12,21,43,Erik Jones,Medallion Bank   (Richard Petty Motorsports),Chevrolet,334,running,0,25,0
13,13,21,Matt DiBenedetto,Menards / Atlas / Mohawk   (Wood Brothers),Ford,334,running,0,24,0
14,15,3,Austin Dillon,Bass Pro Shops / Tracker Off Road   (Richard Childress),Chevrolet,334,running,0,23,0
15,26,14,Chase Briscoe,Rush Truck Centers / Cummins   (Stewart Haas Racing),Ford,334,running,0,30,0
16,17,1,Kurt Busch,Monster Energy   (Chip Ganassi),Chevrolet,332,running,0,33,0
17,16,34,Michael McDowell,Love's Travel Stops   (Bob Jenkins),Ford,332,running,0,20,0
18,22,10,Aric Almirola,Smithfield / Walk-Ons   (Stewart Haas Racing),Ford,331,running,0,19,0
19,20,41,Cole Custer,Feeding America / Wow Wow   (Stewart Haas Racing),Ford,330,running,0,18,0
20,29,7,Corey LaJoie,Schluter Systems   (Spire Motorsports),Chevrolet,329,running,0,17,0
21,10,17,Chris Buescher,Fastenal   (Jack Roush),Ford,327,crash,0,16,0
22,35,78,B.J. McLeod,NASCAR 21 Ignition   (B.J. McLeod),Ford,324,running,0,0,0
23,38,66,David Starr,ConnectUS /  Kyocera   (Carl Long),Ford,323,running,0,0,0
24,36,15,Garrett Smithley,Trophy Tractor   (Rick Ware),Chevrolet,321,running,0,0,0
25,8,19,Martin Truex Jr,Bass Pro Shops   (Joe Gibbs),Toyota,320,crash,1,12,0
26,33,52,Josh Bilicki,Junction Fuels   (Rick Ware),Ford,319,running,0,0,0
27,39,13,Timmy Hill,CrashClaimsR.us   (Carl Long),Toyota,317,running,0,0,0
28,25,42,Ross Chastain,Chevrolet Accessories   (Chip Ganassi),Chevrolet,311,running,0,9,0
29,28,38,Anthony Alfredo,Speedy Cash   (Bob Jenkins),Ford,299,crash,0,8,0
30,5,22,Joey Logano,AAA Insurance   (Roger Penske),Ford,298,engine,0,7,0
31,30,00,Quin Houff,8 Ball Chocolate Whiskey   (StarCom Racing),Chevrolet,59,suspension,0,6,0
32,18,23,Bubba Wallace,Columbia   (23XI Racing),Toyota,38,crash,0,5,0
33,14,48,Alex Bowman,Ally   (Rick Hendrick),Chevrolet,36,crash,0,4,0
34,27,47,Ricky Stenhouse Jr,Kroger / Healthy Choice   (JTG-Daugherty Racing),Chevrolet,31,crash,0,3,0
35,31,6,Ryan Newman,Violet Defense   (Jack Roush),Ford,31,crash,0,2,0
36,23,37,Ryan Preece,Little Hug   (JTG-Daugherty Racing),Chevrolet,30,crash,0,1,0
37,32,77,Justin Haley,Alloy / Shave Logic   (Spire Motorsports),Chevrolet,30,crash,0,0,0
38,34,51,Cody Ware,Nurtec ODT   (Rick Ware),Chevrolet,30,crash,0,0,0
39,37,53,Joey Gase,Explore Branson   (Rick Ware),Chevrolet,29,crash,0,0,0
