Leader,From Lap,To Lap,# Of Laps
Kyle Larson,1,27,27
William Byron,28,39,12
"Martin Truex, Jr.",40,40,1
William Byron,41,82,42
Kyle Larson,83,93,11
William Byron,94,94,1
Denny Hamlin,95,96,2
Kyle Busch,97,116,20
Kyle Larson,117,334,218
