Pos,St,#,Driver,Sponsor / Owner,Car,Laps,Status,Led,Pts,PPts
1,4,18,Kyle Busch,Interstate Batteries   (Joe Gibbs),Toyota,200,running,134,60,7
2,5,22,Joey Logano,AAA Southern California   (Roger Penske),Ford,200,running,3,51,0
3,13,2,Brad Keselowski,Wurth   (Roger Penske),Ford,200,running,42,43,0
4,2,4,Kevin Harvick,Jimmy John's   (Stewart Haas Racing),Ford,200,running,0,45,0
5,10,12,Ryan Blaney,PPG   (Roger Penske),Ford,200,running,2,42,0
6,21,1,Kurt Busch,Monster Energy   (Chip Ganassi),Chevrolet,200,running,0,34,0
7,6,11,Denny Hamlin,FedEx Express   (Joe Gibbs),Toyota,200,running,8,40,0
8,27,19,Martin Truex Jr,Bass Pro Shops / Tracker ATVs   (Joe Gibbs),Toyota,200,running,0,29,0
9,3,10,Aric Almirola,Farmer John   (Stewart Haas Racing),Ford,200,running,7,40,0
10,1,3,Austin Dillon,Dow   (Richard Childress),Chevrolet,200,running,0,27,0
11,8,9,Chase Elliott,NAPA Auto Parts   (Rick Hendrick),Chevrolet,200,running,0,27,0
12,15,42,Kyle Larson,Credit One Bank   (Chip Ganassi),Chevrolet,200,running,0,25,0
13,20,41,Daniel Suarez,Haas Automation   (Stewart Haas Racing),Ford,200,running,0,28,0
14,12,17,Ricky Stenhouse Jr,Fastenal / Louisville Ladders   (Jack Roush),Ford,200,running,1,23,0
15,22,24,William Byron,Axalta   (Rick Hendrick),Chevrolet,200,running,3,22,0
16,14,37,Chris Buescher,Kroger Flavor Fill Up / Slim Jim / Velveeta   (JTG-Daugherty Racing),Chevrolet,200,running,0,21,0
17,11,48,Jimmie Johnson,Ally   (Rick Hendrick),Chevrolet,200,running,0,23,0
18,24,95,Matt DiBenedetto,Procore   (Leavine Family Racing),Toyota,200,running,0,19,0
19,18,20,Erik Jones,Craftsman   (Joe Gibbs),Toyota,200,running,0,27,0
20,25,21,Paul Menard,Menards / Moen   (Wood Brothers),Ford,200,running,0,17,0
21,23,88,Alex Bowman,Nationwide Pet Insurance   (Rick Hendrick),Chevrolet,200,running,0,16,0
22,7,6,Ryan Newman,Performance Plus Motor Oil   (Jack Roush),Ford,199,running,0,15,0
23,26,47,Ryan Preece,Kroger.com / Pringles / Klondike   (JTG-Daugherty Racing),Chevrolet,199,running,0,14,0
24,29,34,Michael McDowell,Love's Travel Stops   (Bob Jenkins),Ford,198,running,0,13,0
25,19,38,David Ragan,MDS Trucking   (Bob Jenkins),Ford,198,running,0,12,0
26,32,36,Matt Tifft,Surface Sunscreen / Tunity   (Bob Jenkins),Ford,197,running,0,11,0
27,16,13,Ty Dillon,GEICO   (Germain Racing),Chevrolet,197,running,0,10,0
28,31,15,Ross Chastain,Southern California Chevy Dealers   (Jay Robinson),Chevrolet,195,running,0,0,0
29,33,00,Landon Cassill,Manscaped / Goodwin & Son's Market   (StarCom Racing),Chevrolet,195,running,0,0,0
30,28,43,Bubba Wallace,PlanBSales.com   (Richard Petty Motorsports),Chevrolet,194,running,0,7,0
31,30,32,Corey LaJoie,Hartford Gold Group   (Archie St. Hilaire),Ford,193,running,0,6,0
32,34,51,Cody Ware,Jacob Companies   (Rick Ware),Chevrolet,192,running,0,5,0
33,17,8,Daniel Hemric,Liberty National   (Richard Childress),Chevrolet,192,running,0,5,0
34,35,27,Reed Sorenson,Rim Ryderz   (Jay Robinson),Chevrolet,192,running,0,3,0
35,38,66,Joey Gase,Nevada Donor Network   (Carl Long),Toyota,188,running,0,0,0
36,37,77,Garrett Smithley,CDF Benevolent Foundation   (Spire Motorsports),Chevrolet,188,running,0,0,0
37,36,52,B.J. McLeod,Mtel-One   (Rick Ware),Ford,172,running,0,0,0
38,9,14,Clint Bowyer,Rush Truck Centers / Haas Automation   (Stewart Haas Racing),Ford,130,overheating,0,1,0
