Rank,Driver,Wins,Points
1,Kyle Busch,2,237
2,Joey Logano,1,222
3,Denny Hamlin,1,205
4,Brad Keselowski,1,176
5,Kevin Harvick,0,213
6,Aric Almirola,0,174
7,Martin Truex Jr,0,169
8,Kyle Larson,0,163
9,Kurt Busch,0,160
10,Ryan Blaney,0,155
11,Ricky Stenhouse Jr,0,146
12,Chase Elliott,0,135
13,Erik Jones,0,133
14,Jimmie Johnson,0,121
15,Clint Bowyer,0,119
16,Alex Bowman,0,110
