Pos,St,#,Driver,Sponsor / Owner,Car,Laps,Status,Led,Pts,PPts
1,4,8,Tyler Reddick,3CHI   (Richard Childress),Chevrolet,62,running,16,41,5
2,1,9,Chase Elliott,NAPA Auto Parts   (Rick Hendrick),Chevrolet,62,running,36,38,0
3,3,5,Kyle Larson,HendrickCars.com   (Rick Hendrick),Chevrolet,62,running,0,34,0
4,12,1,Ross Chastain,AdventHealth   (Trackhouse Racing),Chevrolet,62,running,0,33,0
5,17,99,Daniel Suarez,Jockey   (Trackhouse Racing),Chevrolet,62,running,0,32,0
6,7,17,Chris Buescher,Fastenal   (Jack Roush),Ford,62,running,0,31,0
7,5,2,Austin Cindric,Discount Tire   (Roger Penske),Ford,62,running,0,39,0
8,6,34,Michael McDowell,Love's Travel Stops   (Bob Jenkins),Ford,62,running,0,29,0
9,21,16,A.J. Allmendinger,Gold Fish Casino Slots   (Matthew Kaulig),Chevrolet,62,running,0,0,0
10,28,4,Kevin Harvick,Busch Light Apple   (Stewart Haas Racing),Ford,62,running,0,27,0
11,19,12,Ryan Blaney,Menards  Dutch Boy   (Roger Penske),Ford,62,running,4,36,1
12,8,48,Alex Bowman,Ally   (Rick Hendrick),Chevrolet,62,running,0,33,0
13,15,19,Martin Truex Jr,Bass Pro Shops Red White Blue   (Joe Gibbs),Toyota,62,running,0,24,0
14,2,14,Chase Briscoe,HighPoint.com   (Stewart Haas Racing),Ford,62,running,4,33,1
15,10,41,Cole Custer,HaasTooling.com   (Stewart Haas Racing),Ford,62,running,0,22,0
16,29,24,William Byron,RaptorTough.com   (Rick Hendrick),Chevrolet,62,running,0,21,0
17,14,11,Denny Hamlin,FedEx Express   (Joe Gibbs),Toyota,62,running,1,20,0
18,16,20,Christopher Bell,Yahoo!   (Joe Gibbs),Toyota,62,running,0,19,0
19,33,47,Ricky Stenhouse Jr,Pick â€˜n Save/ Velveeta   (JTG-Daugherty Racing),Chevrolet,62,running,0,18,0
20,30,42,Ty Dillon,Allegiant   (Petty GMS Motorsports),Chevrolet,62,running,0,25,0
21,9,15,Joey Hand,FordPro.com   (Rick Ware),Ford,62,running,0,25,0
22,23,21,Harrison Burton,Motorcraft  Quick Lane   (Wood Brothers),Ford,62,running,1,24,0
23,22,45,Kurt Busch,Monster Energy   (23XI Racing),Toyota,62,running,0,27,0
24,34,31,Justin Haley,LeafFilter Gutter Protection   (Matthew Kaulig),Chevrolet,62,running,0,20,0
25,32,38,Todd Gilliland,Ruedebusch Dev. & Construction   (Bob Jenkins),Ford,62,running,0,12,0
26,27,43,Erik Jones,U.S. Air Force   (Petty GMS Motorsports),Chevrolet,62,running,0,20,0
27,18,22,Joey Logano,Shell Pennzoil   (Roger Penske),Ford,62,running,0,17,0
28,24,10,Aric Almirola,Haas Automation   (Stewart Haas Racing),Ford,62,running,0,9,0
29,13,18,Kyle Busch,Skittles America Mix   (Joe Gibbs),Toyota,62,running,0,8,0
30,37,78,Kyle Tilley,Patriot Military Family FDN.   (B.J. McLeod),Ford,61,running,0,7,0
31,20,3,Austin Dillon,Dow Salutes Veterans   (Richard Childress),Chevrolet,60,brakes,0,6,0
32,31,51,Cody Ware,Nurtec ODT Military Salutes   (Rick Ware),Ford,59,running,0,5,0
33,11,6,Brad Keselowski,Kohler Generators   (Jack Roush),Ford,58,running,0,4,0
34,35,7,Corey LaJoie,Built.com   (Spire Motorsports),Chevrolet,57,running,0,3,0
35,25,23,Bubba Wallace,Columbia Sportswear Company   (23XI Racing),Toyota,54,brakes,0,9,0
36,26,77,Josh Bilicki,Zeigler Auto Group   (Spire Motorsports),Chevrolet,52,running,0,0,0
37,36,27,Loris Hezemans,Hezeberg Engineering Systems   (Team Hezeberg),Ford,9,fuel pump,0,0,0
