driver_name,start_pos,mid_race_pos,finish_pos,highest_pos,lowest_pos,avg_pos,pass_diff,green_flag_passes,green_flag_times_passed,quality_passes,pct_quality_passes,fastest_lap,top_15_laps,pct_top_15_laps,laps_led,pct_laps_led,total_laps,driver_rating
Tyler Reddick,4,8,1,1,15,4,-15,27,42,19,70.4,12,62,100.0,16,25.8,62,133.0
Chase Elliott,1,5,2,1,12,2,-18,25,43,14,56.0,28,62,100.0,36,58.1,62,144.7
Kyle Larson,3,11,3,2,14,4,-18,31,49,19,61.3,1,62,100.0,0,0.0,62,115.3
Ross Chastain,12,13,4,3,16,6,-13,47,60,23,48.9,0,61,98.4,0,0.0,62,111.5
Daniel Suarez,17,16,5,4,21,10,-12,47,59,22,46.8,0,54,87.1,0,0.0,62,101.3
Chris Buescher,7,17,6,5,24,9,-20,46,66,18,39.1,0,52,83.9,0,0.0,62,104.3
Austin Cindric,5,22,7,2,25,10,11,55,44,22,40.0,2,48,77.4,0,0.0,62,100.6
Michael McDowell,6,15,8,5,26,9,-20,57,77,13,22.8,1,54,87.1,0,0.0,62,99.8
A.J. Allmendinger,21,28,9,9,35,18,-7,58,65,11,19.0,0,27,43.5,0,0.0,62,81.3
Kevin Harvick,28,26,10,10,32,19,-8,50,58,10,20.0,0,27,43.5,0,0.0,62,74.2
Ryan Blaney,19,1,11,1,30,16,13,64,51,15,23.4,0,30,48.4,4,6.5,62,78.3
Alex Bowman,8,25,12,3,31,15,3,52,49,15,28.8,1,42,67.7,0,0.0,62,83.1
Martin Truex Jr,15,18,13,6,30,12,-22,59,81,19,32.2,0,50,80.6,0,0.0,62,87.2
Chase Briscoe,2,23,14,1,26,12,-4,48,52,14,29.2,0,39,62.9,4,6.5,62,85.3
Cole Custer,10,30,15,2,31,14,-27,52,79,13,25.0,0,31,50.0,0,0.0,62,85.5
William Byron,29,29,16,8,33,22,-7,78,85,11,14.1,0,12,19.4,0,0.0,62,66.7
Denny Hamlin,14,31,17,1,32,19,-6,60,66,9,15.0,0,16,25.8,1,1.6,62,68.1
Christopher Bell,16,20,18,9,28,16,-25,53,78,13,24.5,0,27,43.5,0,0.0,62,76.3
Ricky Stenhouse Jr,33,32,19,1,35,24,-14,51,65,7,13.7,0,4,6.5,0,0.0,62,54.2
Ty Dillon,30,3,20,3,34,20,14,80,66,10,12.5,0,9,14.5,0,0.0,62,61.5
Joey Hand,9,2,21,2,26,16,-4,68,72,14,20.6,1,28,45.2,0,0.0,62,68.6
Harrison Burton,23,9,22,1,31,20,37,101,64,11,10.9,0,16,25.8,1,1.6,62,54.6
Kurt Busch,22,4,23,4,28,19,31,88,57,10,11.4,0,11,17.7,0,0.0,62,53.7
Justin Haley,34,7,24,6,34,25,49,92,43,4,4.3,0,8,12.9,0,0.0,62,47.5
Todd Gilliland,32,33,25,18,34,28,-7,38,45,0,0.0,1,0,0.0,0,0.0,62,42.8
Erik Jones,27,6,26,5,31,22,37,96,59,9,9.4,0,10,16.1,0,0.0,62,47.0
Joey Logano,18,12,27,3,31,21,25,102,77,13,12.7,0,20,32.3,0,0.0,62,46.2
Aric Almirola,24,34,28,16,35,30,-1,56,57,0,0.0,1,0,0.0,0,0.0,62,35.8
Kyle Busch,13,24,29,12,36,29,29,80,51,2,2.5,3,4,6.5,0,0.0,62,42.1
Kyle Tilley,37,21,30,11,37,31,22,77,55,2,2.6,0,1,1.6,0,0.0,61,29.5
Austin Dillon,20,19,31,7,28,16,-34,48,82,15,31.3,0,35,58.3,0,0.0,60,66.0
Cody Ware,31,35,32,13,35,32,4,35,31,1,2.9,1,1,1.7,0,0.0,59,33.8
Brad Keselowski,11,14,33,11,34,24,-21,32,53,6,18.8,1,15,25.9,0,0.0,58,54.3
Corey LaJoie,35,36,34,34,37,36,2,2,0,0,0.0,2,0,0.0,0,0.0,57,35.5
Bubba Wallace,25,10,35,7,33,25,22,76,54,5,6.6,0,8,14.8,0,0.0,54,38.2
Josh Bilicki,26,27,36,10,36,32,9,44,35,3,6.8,0,4,7.7,0,0.0,52,32.0
Loris Hezemans,36,37,37,31,36,36,-3,5,8,0,0.0,0,0,0.0,0,0.0,9,24.3
