Leader,From Lap,To Lap,# Of Laps
Kyle Busch,1,36,36
Brad Keselowski,37,47,11
Erik Jones,48,50,3
Kyle Busch,51,77,27
Erik Jones,78,78,1
Kyle Busch,79,110,32
Brad Keselowski,111,111,1
Kevin Harvick,112,116,5
Kyle Busch,117,139,23
Kevin Harvick,140,140,1
Aric Almirola,141,152,12
Joey Logano,153,153,1
Denny Hamlin,154,266,113
Kevin Harvick,267,301,35
